day,Mes,Año,cases,deaths,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,Producto,Penetración (%),Consumo per capita
12,Febrero,2020,0,0,0.00426103,UVAS,14.12,0.07
12,Febrero,2020,0,0,0.00426103,AGUACATE,30.02,0.13
11,Febrero,2020,0,0,0.00426103,AJOS,35.03,0.06
11,Febrero,2020,0,0,0.00426103,BROCOLI,24.72,0.15
11,Febrero,2020,0,0,0.00426103,COLIFLOR,11.98,0.07
11,Febrero,2020,0,0,0.00426103,UVAS,14.12,0.07
11,Febrero,2020,0,0,0.00426103,AGUACATE,30.02,0.13
10,Febrero,2020,1,0,0.00426103,AJOS,35.03,0.06
10,Febrero,2020,1,0,0.00426103,BROCOLI,24.72,0.15
10,Febrero,2020,1,0,0.00426103,COLIFLOR,11.98,0.07
10,Febrero,2020,1,0,0.00426103,UVAS,14.12,0.07
10,Febrero,2020,1,0,0.00426103,AGUACATE,30.02,0.13
9,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
9,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
9,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
9,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
9,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
8,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
8,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
8,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
8,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
8,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
7,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
7,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
7,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
7,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
7,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
6,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
6,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
6,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
6,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
6,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
5,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
5,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
5,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
5,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
5,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
4,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
4,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
4,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
4,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
4,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
3,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
3,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
3,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
3,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
3,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
2,Febrero,2020,0,0,0.00213051,AJOS,35.03,0.06
2,Febrero,2020,0,0,0.00213051,BROCOLI,24.72,0.15
2,Febrero,2020,0,0,0.00213051,COLIFLOR,11.98,0.07
2,Febrero,2020,0,0,0.00213051,UVAS,14.12,0.07
2,Febrero,2020,0,0,0.00213051,AGUACATE,30.02,0.13
1,Febrero,2020,1,0,0.00213051,AJOS,35.03,0.06
1,Febrero,2020,1,0,0.00213051,BROCOLI,24.72,0.15
1,Febrero,2020,1,0,0.00213051,COLIFLOR,11.98,0.07
1,Febrero,2020,1,0,0.00213051,UVAS,14.12,0.07
1,Febrero,2020,1,0,0.00213051,AGUACATE,30.02,0.13
31,Enero,2020,0,0,0.0,AJOS,36.89,0.06
31,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
31,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
31,Enero,2020,0,0,0.0,UVAS,25.28,0.14
31,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
30,Enero,2020,0,0,0.0,AJOS,36.89,0.06
30,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
30,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
30,Enero,2020,0,0,0.0,UVAS,25.28,0.14
30,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
29,Enero,2020,0,0,0.0,AJOS,36.89,0.06
29,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
29,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
29,Enero,2020,0,0,0.0,UVAS,25.28,0.14
29,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
28,Enero,2020,0,0,0.0,AJOS,36.89,0.06
28,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
28,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
28,Enero,2020,0,0,0.0,UVAS,25.28,0.14
28,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
27,Enero,2020,0,0,0.0,AJOS,36.89,0.06
27,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
27,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
27,Enero,2020,0,0,0.0,UVAS,25.28,0.14
27,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
26,Enero,2020,0,0,0.0,AJOS,36.89,0.06
26,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
26,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
26,Enero,2020,0,0,0.0,UVAS,25.28,0.14
26,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
25,Enero,2020,0,0,0.0,AJOS,36.89,0.06
25,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
25,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
25,Enero,2020,0,0,0.0,UVAS,25.28,0.14
25,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
24,Enero,2020,0,0,0.0,AJOS,36.89,0.06
24,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
24,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
24,Enero,2020,0,0,0.0,UVAS,25.28,0.14
24,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
23,Enero,2020,0,0,0.0,AJOS,36.89,0.06
23,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
23,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
23,Enero,2020,0,0,0.0,UVAS,25.28,0.14
23,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
22,Enero,2020,0,0,0.0,AJOS,36.89,0.06
22,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
22,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
22,Enero,2020,0,0,0.0,UVAS,25.28,0.14
22,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
21,Enero,2020,0,0,0.0,AJOS,36.89,0.06
21,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
21,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
21,Enero,2020,0,0,0.0,UVAS,25.28,0.14
21,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
20,Enero,2020,0,0,0.0,AJOS,36.89,0.06
20,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
20,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
20,Enero,2020,0,0,0.0,UVAS,25.28,0.14
20,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
19,Enero,2020,0,0,0.0,AJOS,36.89,0.06
19,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
19,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
19,Enero,2020,0,0,0.0,UVAS,25.28,0.14
19,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
18,Enero,2020,0,0,0.0,AJOS,36.89,0.06
18,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
18,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
18,Enero,2020,0,0,0.0,UVAS,25.28,0.14
18,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
17,Enero,2020,0,0,0.0,AJOS,36.89,0.06
17,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
17,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
17,Enero,2020,0,0,0.0,UVAS,25.28,0.14
17,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
16,Enero,2020,0,0,0.0,AJOS,36.89,0.06
16,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
16,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
16,Enero,2020,0,0,0.0,UVAS,25.28,0.14
16,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
15,Enero,2020,0,0,0.0,AJOS,36.89,0.06
15,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
15,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
15,Enero,2020,0,0,0.0,UVAS,25.28,0.14
15,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
14,Enero,2020,0,0,0.0,AJOS,36.89,0.06
14,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
14,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
14,Enero,2020,0,0,0.0,UVAS,25.28,0.14
14,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
13,Enero,2020,0,0,0.0,AJOS,36.89,0.06
13,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
13,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
13,Enero,2020,0,0,0.0,UVAS,25.28,0.14
13,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
12,Enero,2020,0,0,0.0,AJOS,36.89,0.06
12,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
12,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
12,Enero,2020,0,0,0.0,UVAS,25.28,0.14
12,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
11,Enero,2020,0,0,0.0,AJOS,36.89,0.06
11,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
11,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
11,Enero,2020,0,0,0.0,UVAS,25.28,0.14
11,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
10,Enero,2020,0,0,0.0,AJOS,36.89,0.06
10,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
10,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
10,Enero,2020,0,0,0.0,UVAS,25.28,0.14
10,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
9,Enero,2020,0,0,0.0,AJOS,36.89,0.06
9,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
9,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
9,Enero,2020,0,0,0.0,UVAS,25.28,0.14
9,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
8,Enero,2020,0,0,0.0,AJOS,36.89,0.06
8,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
8,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
8,Enero,2020,0,0,0.0,UVAS,25.28,0.14
8,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
7,Enero,2020,0,0,0.0,AJOS,36.89,0.06
7,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
7,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
7,Enero,2020,0,0,0.0,UVAS,25.28,0.14
7,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
6,Enero,2020,0,0,0.0,AJOS,36.89,0.06
6,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
6,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
6,Enero,2020,0,0,0.0,UVAS,25.28,0.14
6,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
5,Enero,2020,0,0,0.0,AJOS,36.89,0.06
5,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
5,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
5,Enero,2020,0,0,0.0,UVAS,25.28,0.14
5,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
4,Enero,2020,0,0,0.0,AJOS,36.89,0.06
4,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
4,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
4,Enero,2020,0,0,0.0,UVAS,25.28,0.14
4,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
3,Enero,2020,0,0,0.0,AJOS,36.89,0.06
3,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
3,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
3,Enero,2020,0,0,0.0,UVAS,25.28,0.14
3,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
2,Enero,2020,0,0,0.0,AJOS,36.89,0.06
2,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
2,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
2,Enero,2020,0,0,0.0,UVAS,25.28,0.14
2,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
1,Enero,2020,0,0,0.0,AJOS,36.89,0.06
1,Enero,2020,0,0,0.0,BROCOLI,26.58,0.16
1,Enero,2020,0,0,0.0,COLIFLOR,10.2,0.05
1,Enero,2020,0,0,0.0,UVAS,25.28,0.14
1,Enero,2020,0,0,0.0,AGUACATE,30.42,0.13
31,Diciembre,2019,0,0,0.0,AJOS,35.1,0.05
31,Diciembre,2019,0,0,0.0,BROCOLI,20.44,0.12
31,Diciembre,2019,0,0,0.0,COLIFLOR,8.78,0.04
31,Diciembre,2019,0,0,0.0,UVAS,43.88,0.24
31,Diciembre,2019,0,0,0.0,AGUACATE,31.62,0.13
