CCAA,Mes,CasosConfirmados,Fallecidos,Year,Producto,Volumen (miles de kg),Penetración (%),TasaMortalidad
Navarra,5.0,240238.0,10784.0,2020.0,NARANJAS,1599.04,54.24,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,MANDARINAS,74.46,17.55,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,LIMONES,131.56,32.68,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,PLATANOS,856.55,77.8,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,MANZANAS,1021.06,77.68,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,PERAS,240.31,51.16,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,MELOCOTONES,73.75,26.71,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,NECTARINAS,58.37,26.36,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,ALBARICOQUES,101.93,45.62,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,FRESAS/FRESON,483.9,70.6,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,MELON,225.28,28.66,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,SANDIA,449.33,30.35,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,CIRUELAS,13.48,5.74,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,CEREZAS,127.43,33.96,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,UVAS,39.07,20.16,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,KIWI,269.7,47.2,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,AGUACATE,106.89,39.62,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,PIÑA,124.7,13.29,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,OTRAS FRUTAS FRESCAS,136.43,38.24,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,POMELO,7.15,3.68,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,MANGO,29.05,14.89,0.04489
Navarra,5.0,240238.0,10784.0,2020.0,FRUTAS IV GAMA,364.45,36.4,0.04489
Navarra,6.0,112146.0,10878.0,2020.0,TOTAL PATATAS,858.01,75.31,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PATATAS FRESCAS,640.23,56.15,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PATATAS CONGELADAS,19.67,8.4,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PATATAS PROCESADAS,39.62,38.23,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PATATAS FRITAS,33.02,37.79,0.097
Navarra,6.0,112146.0,10878.0,2020.0,T.HORTALIZAS FRESCAS,3639.57,97.09,0.097
Navarra,6.0,112146.0,10878.0,2020.0,TOMATES,700.03,72.7,0.097
Navarra,6.0,112146.0,10878.0,2020.0,CEBOLLAS,384.53,64.86,0.097
Navarra,6.0,112146.0,10878.0,2020.0,AJOS,32.5,20.64,0.097
Navarra,6.0,112146.0,10878.0,2020.0,COLES,180.27,15.65,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PEPINOS,117.91,32.45,0.097
Navarra,6.0,112146.0,10878.0,2020.0,JUDIAS VERDES,118.46,37.23,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PIMIENTOS,217.47,56.23,0.097
Navarra,6.0,112146.0,10878.0,2020.0,CHAMPIÑONES+O.SETAS,78.93,47.61,0.097
Navarra,6.0,112146.0,10878.0,2020.0,LECHUGA/ESC./ENDIVIA,405.16,70.45,0.097
Navarra,6.0,112146.0,10878.0,2020.0,ESPARRAGOS,58.59,11.31,0.097
Navarra,6.0,112146.0,10878.0,2020.0,VERDURAS DE HOJA,57.82,36.28,0.097
Navarra,6.0,112146.0,10878.0,2020.0,BERENJENAS,76.27,39.03,0.097
Navarra,6.0,112146.0,10878.0,2020.0,ZANAHORIAS,159.53,57.58,0.097
Navarra,6.0,112146.0,10878.0,2020.0,CALABACINES,327.56,63.65,0.097
Navarra,6.0,112146.0,10878.0,2020.0,OTR.HORTALIZAS/VERD.,724.52,67.16,0.097
Navarra,6.0,112146.0,10878.0,2020.0,BROCOLI,159.65,20.15,0.097
Navarra,6.0,112146.0,10878.0,2020.0,ALCACHOFAS,26.19,4.54,0.097
Navarra,6.0,112146.0,10878.0,2020.0,APIO,20.12,9.44,0.097
Navarra,6.0,112146.0,10878.0,2020.0,COLIFLOR,13.34,7.35,0.097
Navarra,6.0,112146.0,10878.0,2020.0,VERD./HORT. IV GAMA,448.34,73.54,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PUERRO,68.58,22.09,0.097
Navarra,6.0,112146.0,10878.0,2020.0,T.FRUTAS FRESCAS,6188.89,96.03,0.097
Navarra,6.0,112146.0,10878.0,2020.0,NARANJAS,1344.3,47.42,0.097
Navarra,6.0,112146.0,10878.0,2020.0,MANDARINAS,11.49,8.27,0.097
Navarra,6.0,112146.0,10878.0,2020.0,LIMONES,204.1,53.26,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PLATANOS,606.89,79.4,0.097
Navarra,6.0,112146.0,10878.0,2020.0,MANZANAS,606.53,76.08,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PERAS,147.67,43.02,0.097
Navarra,6.0,112146.0,10878.0,2020.0,MELOCOTONES,241.35,49.64,0.097
Navarra,6.0,112146.0,10878.0,2020.0,NECTARINAS,269.44,52.01,0.097
Navarra,6.0,112146.0,10878.0,2020.0,ALBARICOQUES,269.84,52.9,0.097
Navarra,6.0,112146.0,10878.0,2020.0,FRESAS/FRESON,84.92,25.48,0.097
Navarra,6.0,112146.0,10878.0,2020.0,MELON,530.5,48.35,0.097
Navarra,6.0,112146.0,10878.0,2020.0,SANDIA,838.21,55.66,0.097
Navarra,6.0,112146.0,10878.0,2020.0,CIRUELAS,15.34,10.56,0.097
Navarra,6.0,112146.0,10878.0,2020.0,CEREZAS,297.19,42.92,0.097
Navarra,6.0,112146.0,10878.0,2020.0,UVAS,21.99,10.16,0.097
Navarra,6.0,112146.0,10878.0,2020.0,KIWI,243.34,34.53,0.097
Navarra,6.0,112146.0,10878.0,2020.0,AGUACATE,91.57,43.08,0.097
Navarra,6.0,112146.0,10878.0,2020.0,PIÑA,113.57,24.58,0.097
Navarra,6.0,112146.0,10878.0,2020.0,OTRAS FRUTAS FRESCAS,250.65,47.2,0.097
Navarra,6.0,112146.0,10878.0,2020.0,POMELO,10.25,4.74,0.097
Navarra,6.0,112146.0,10878.0,2020.0,MANGO,33.14,13.5,0.097
Navarra,6.0,112146.0,10878.0,2020.0,FRUTAS IV GAMA,331.38,38.39,0.097
Madrid,3.0,72668.0,6995.0,2020.0,TOTAL PATATAS,18475.87,85.7,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PATATAS FRESCAS,12823.77,76.92,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PATATAS CONGELADAS,661.03,12.3,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PATATAS PROCESADAS,998.21,51.86,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PATATAS FRITAS,792.07,49.59,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,T.HORTALIZAS FRESCAS,34050.87,97.88,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,TOMATES,6995.0,84.86,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,CEBOLLAS,4031.27,76.39,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,AJOS,414.68,44.26,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,COLES,1126.98,25.36,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PEPINOS,763.05,29.9,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,JUDIAS VERDES,1139.16,39.26,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PIMIENTOS,2882.01,74.54,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,CHAMPIÑONES+O.SETAS,758.16,41.52,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,LECHUGA/ESC./ENDIVIA,2007.05,67.2,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,ESPARRAGOS,624.47,18.6,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,VERDURAS DE HOJA,799.17,31.35,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,BERENJENAS,797.98,30.52,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,ZANAHORIAS,2369.01,64.18,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,CALABACINES,3183.65,67.24,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,OTR.HORTALIZAS/VERD.,6159.23,80.35,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,BROCOLI,679.99,23.21,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,ALCACHOFAS,843.45,23.41,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,APIO,216.58,11.72,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,COLIFLOR,396.82,11.98,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,VERD./HORT. IV GAMA,3686.71,74.53,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PUERRO,898.53,41.9,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,T.FRUTAS FRESCAS,52243.97,97.21,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,NARANJAS,14898.62,69.61,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,MANDARINAS,5771.45,63.27,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,LIMONES,1569.85,43.33,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PLATANOS,7801.22,85.67,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,MANZANAS,6698.27,77.35,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PERAS,3650.72,57.41,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,MELOCOTONES,29.27,0.49,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,NECTARINAS,62.59,1.93,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,ALBARICOQUES,6.87,0.26,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,FRESAS/FRESON,4243.04,66.53,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,MELON,934.14,11.87,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,SANDIA,295.0,4.78,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,CIRUELAS,270.88,10.95,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,CEREZAS,22.53,0.87,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,UVAS,444.76,15.84,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,KIWI,2113.34,41.91,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,AGUACATE,809.96,33.03,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,PIÑA,1327.04,21.73,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,OTRAS FRUTAS FRESCAS,1294.42,29.76,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,POMELO,118.88,2.92,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,MANGO,547.48,14.63,0.09626
Madrid,3.0,72668.0,6995.0,2020.0,FRUTAS IV GAMA,2560.71,35.97,0.09626
Madrid,4.0,1742326.0,204528.0,2020.0,TOTAL PATATAS,21492.19,89.08,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PATATAS FRESCAS,14522.41,82.49,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PATATAS CONGELADAS,694.81,12.46,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PATATAS PROCESADAS,1254.99,58.64,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PATATAS FRITAS,1012.37,56.4,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,T.HORTALIZAS FRESCAS,43162.75,98.75,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,TOMATES,9323.64,90.57,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,CEBOLLAS,5010.66,81.98,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,AJOS,509.71,51.18,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,COLES,1531.24,31.71,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PEPINOS,1233.82,40.33,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,JUDIAS VERDES,1175.13,39.98,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PIMIENTOS,3606.99,79.08,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,CHAMPIÑONES+O.SETAS,1046.64,45.25,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,LECHUGA/ESC./ENDIVIA,2411.33,71.94,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,ESPARRAGOS,905.07,24.17,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,VERDURAS DE HOJA,1227.01,39.03,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,BERENJENAS,1375.27,43.09,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,ZANAHORIAS,3070.28,70.37,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,CALABACINES,3676.24,71.28,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,OTR.HORTALIZAS/VERD.,7059.7,85.06,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,BROCOLI,931.75,26.46,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,ALCACHOFAS,1001.04,25.93,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,APIO,320.21,13.37,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,COLIFLOR,305.42,10.32,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,VERD./HORT. IV GAMA,5043.38,75.78,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PUERRO,1173.33,47.12,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,T.FRUTAS FRESCAS,64824.7,98.36,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,NARANJAS,18209.14,70.05,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,MANDARINAS,4997.56,54.67,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,LIMONES,2522.83,63.63,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PLATANOS,10242.13,89.45,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,MANZANAS,8102.24,80.88,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PERAS,4299.58,64.66,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,MELOCOTONES,245.35,6.66,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,NECTARINAS,153.54,6.2,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,ALBARICOQUES,118.11,7.64,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,FRESAS/FRESON,5409.52,75.76,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,MELON,1534.77,16.4,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,SANDIA,926.26,9.36,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,CIRUELAS,264.14,11.28,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,CEREZAS,20.77,1.09,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,UVAS,581.94,18.22,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,KIWI,2340.67,46.18,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,AGUACATE,1150.38,38.15,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,PIÑA,2000.83,28.27,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,OTRAS FRUTAS FRESCAS,1704.93,38.92,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,POMELO,162.14,2.88,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,MANGO,512.04,13.29,0.11739
Madrid,4.0,1742326.0,204528.0,2020.0,FRUTAS IV GAMA,2268.3,33.67,0.11739
Madrid,5.0,2146183.0,173208.0,2020.0,TOTAL PATATAS,19203.79,87.49,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PATATAS FRESCAS,12722.26,77.37,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PATATAS CONGELADAS,596.38,10.71,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PATATAS PROCESADAS,1177.03,56.38,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PATATAS FRITAS,1017.26,55.08,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,T.HORTALIZAS FRESCAS,41139.89,98.39,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,TOMATES,10256.86,91.94,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CEBOLLAS,4823.27,77.16,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,AJOS,498.67,47.21,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,COLES,845.09,22.35,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PEPINOS,1663.06,49.27,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,JUDIAS VERDES,1046.56,37.25,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PIMIENTOS,3519.25,78.2,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CHAMPIÑONES+O.SETAS,941.68,43.41,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,LECHUGA/ESC./ENDIVIA,2165.89,73.06,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,ESPARRAGOS,1022.65,28.32,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,VERDURAS DE HOJA,961.76,38.36,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,BERENJENAS,1168.69,44.26,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,ZANAHORIAS,2852.62,68.86,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CALABACINES,3746.72,72.78,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,OTR.HORTALIZAS/VERD.,5627.1,80.28,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,BROCOLI,706.08,25.32,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,ALCACHOFAS,705.09,19.6,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,APIO,207.88,10.69,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,COLIFLOR,278.04,8.71,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,VERD./HORT. IV GAMA,4164.56,73.5,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PUERRO,920.56,40.22,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,T.FRUTAS FRESCAS,63223.14,98.61,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,NARANJAS,13531.03,65.74,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,MANDARINAS,1187.11,25.62,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,LIMONES,1695.23,46.65,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PLATANOS,8949.58,84.58,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,MANZANAS,7378.79,76.99,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PERAS,3337.36,57.62,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,MELOCOTONES,1051.49,30.24,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,NECTARINAS,939.53,27.37,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,ALBARICOQUES,2115.3,46.03,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,FRESAS/FRESON,4108.58,69.43,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,MELON,3092.37,36.5,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,SANDIA,7119.24,50.09,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CIRUELAS,202.29,9.98,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CEREZAS,756.94,25.13,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,UVAS,451.73,18.25,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,KIWI,2048.76,42.99,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,AGUACATE,994.19,38.65,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,PIÑA,1796.31,23.75,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,OTRAS FRUTAS FRESCAS,2467.31,52.87,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,POMELO,131.39,2.45,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,CHIRIMOYA,1.41,0.11,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,MANGO,530.92,16.89,0.08071
Madrid,5.0,2146183.0,173208.0,2020.0,FRUTAS IV GAMA,2398.65,29.65,0.08071
Valencia,3.0,10616.0,649.0,2020.0,TOTAL PATATAS,15915.95,86.85,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PATATAS FRESCAS,11649.88,79.02,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PATATAS CONGELADAS,512.46,16.05,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PATATAS PROCESADAS,750.72,53.78,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PATATAS FRITAS,644.12,52.31,0.06113
Valencia,3.0,10616.0,649.0,2020.0,T.HORTALIZAS FRESCAS,28788.83,98.25,0.06113
Valencia,3.0,10616.0,649.0,2020.0,TOMATES,5143.7,83.93,0.06113
Valencia,3.0,10616.0,649.0,2020.0,CEBOLLAS,3874.56,72.98,0.06113
Valencia,3.0,10616.0,649.0,2020.0,AJOS,312.85,39.25,0.06113
Valencia,3.0,10616.0,649.0,2020.0,COLES,560.03,17.67,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PEPINOS,807.87,37.18,0.06113
Valencia,3.0,10616.0,649.0,2020.0,JUDIAS VERDES,648.23,35.92,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PIMIENTOS,2275.66,71.26,0.06113
Valencia,3.0,10616.0,649.0,2020.0,CHAMPIÑONES+O.SETAS,793.46,45.8,0.06113
Valencia,3.0,10616.0,649.0,2020.0,LECHUGA/ESC./ENDIVIA,1799.12,68.28,0.06113
Valencia,3.0,10616.0,649.0,2020.0,ESPARRAGOS,409.66,15.41,0.06113
Valencia,3.0,10616.0,649.0,2020.0,VERDURAS DE HOJA,725.49,37.37,0.06113
Valencia,3.0,10616.0,649.0,2020.0,BERENJENAS,1061.8,45.34,0.06113
Valencia,3.0,10616.0,649.0,2020.0,ZANAHORIAS,1975.02,61.2,0.06113
Valencia,3.0,10616.0,649.0,2020.0,CALABACINES,1905.83,59.43,0.06113
Valencia,3.0,10616.0,649.0,2020.0,OTR.HORTALIZAS/VERD.,6495.56,83.29,0.06113
Valencia,3.0,10616.0,649.0,2020.0,BROCOLI,440.48,23.26,0.06113
Valencia,3.0,10616.0,649.0,2020.0,ALCACHOFAS,1992.53,47.25,0.06113
Valencia,3.0,10616.0,649.0,2020.0,APIO,209.99,14.67,0.06113
Valencia,3.0,10616.0,649.0,2020.0,COLIFLOR,263.13,9.58,0.06113
Valencia,3.0,10616.0,649.0,2020.0,VERD./HORT. IV GAMA,3426.93,72.21,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PUERRO,443.47,33.36,0.06113
Valencia,3.0,10616.0,649.0,2020.0,T.FRUTAS FRESCAS,34372.29,96.92,0.06113
Valencia,3.0,10616.0,649.0,2020.0,NARANJAS,8630.44,52.84,0.06113
Valencia,3.0,10616.0,649.0,2020.0,MANDARINAS,2010.82,38.38,0.06113
Valencia,3.0,10616.0,649.0,2020.0,LIMONES,843.03,29.98,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PLATANOS,6656.87,84.07,0.06113
Valencia,3.0,10616.0,649.0,2020.0,MANZANAS,5165.83,73.8,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PERAS,2511.17,52.14,0.06113
Valencia,3.0,10616.0,649.0,2020.0,MELOCOTONES,47.86,1.89,0.06113
Valencia,3.0,10616.0,649.0,2020.0,NECTARINAS,22.97,0.69,0.06113
Valencia,3.0,10616.0,649.0,2020.0,ALBARICOQUES,5.81,0.3,0.06113
Valencia,3.0,10616.0,649.0,2020.0,FRESAS/FRESON,3062.51,65.83,0.06113
Valencia,3.0,10616.0,649.0,2020.0,MELON,781.85,9.34,0.06113
Valencia,3.0,10616.0,649.0,2020.0,SANDIA,499.66,5.99,0.06113
Valencia,3.0,10616.0,649.0,2020.0,CIRUELAS,127.17,7.08,0.06113
Valencia,3.0,10616.0,649.0,2020.0,CEREZAS,12.6,0.66,0.06113
Valencia,3.0,10616.0,649.0,2020.0,UVAS,283.08,14.1,0.06113
Valencia,3.0,10616.0,649.0,2020.0,KIWI,1249.48,40.32,0.06113
Valencia,3.0,10616.0,649.0,2020.0,AGUACATE,603.1,27.68,0.06113
Valencia,3.0,10616.0,649.0,2020.0,PIÑA,966.07,22.8,0.06113
Valencia,3.0,10616.0,649.0,2020.0,OTRAS FRUTAS FRESCAS,891.95,27.29,0.06113
Valencia,3.0,10616.0,649.0,2020.0,POMELO,51.87,0.98,0.06113
Valencia,3.0,10616.0,649.0,2020.0,MANGO,287.13,10.89,0.06113
Valencia,3.0,10616.0,649.0,2020.0,FRUTAS IV GAMA,1364.39,24.34,0.06113
Valencia,4.0,280758.0,27657.0,2020.0,TOTAL PATATAS,15406.52,88.37,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PATATAS FRESCAS,10449.78,77.94,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PATATAS CONGELADAS,528.07,15.51,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PATATAS PROCESADAS,885.73,59.1,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PATATAS FRITAS,764.77,57.39,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,T.HORTALIZAS FRESCAS,33227.32,98.15,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,TOMATES,6288.1,87.89,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,CEBOLLAS,4480.29,76.73,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,AJOS,317.84,35.9,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,COLES,684.13,22.36,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PEPINOS,1243.04,40.58,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,JUDIAS VERDES,748.97,36.66,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,PIMIENTOS,2714.78,75.67,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,CHAMPIÑONES+O.SETAS,910.76,53.24,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,LECHUGA/ESC./ENDIVIA,1926.72,71.6,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,ESPARRAGOS,438.03,19.36,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,VERDURAS DE HOJA,944.52,36.01,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,BERENJENAS,1116.66,47.63,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,ZANAHORIAS,1988.52,65.68,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,CALABACINES,2137.87,64.79,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,OTR.HORTALIZAS/VERD.,7287.09,87.53,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,BROCOLI,522.85,24.54,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,ALCACHOFAS,2000.21,51.9,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,APIO,306.73,15.34,0.09851
Valencia,4.0,280758.0,27657.0,2020.0,COLIFLOR,422.29,15.59,0.09851
