CCAA,Mes,CasosConfirmados,Fallecidos,Year,Producto,Volumen (miles de kg),Penetración (%),TasaMortalidad
Aragon,4.0,127709.0,15103.0,2020.0,AGUACATE,184.17,31.03,0.11826
Aragon,4.0,127709.0,15103.0,2020.0,PIÑA,348.16,19.0,0.11826
Aragon,4.0,127709.0,15103.0,2020.0,OTRAS FRUTAS FRESCAS,244.89,38.32,0.11826
Aragon,4.0,127709.0,15103.0,2020.0,POMELO,36.0,4.59,0.11826
Aragon,4.0,127709.0,15103.0,2020.0,MANGO,56.6,14.85,0.11826
Aragon,4.0,127709.0,15103.0,2020.0,FRUTAS IV GAMA,588.1,28.35,0.11826
Aragon,5.0,194366.0,26290.0,2020.0,TOTAL PATATAS,3473.18,86.65,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PATATAS FRESCAS,2685.44,77.07,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PATATAS CONGELADAS,63.15,8.21,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PATATAS PROCESADAS,144.92,48.78,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PATATAS FRITAS,118.4,46.04,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,T.HORTALIZAS FRESCAS,9694.28,98.59,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,TOMATES,2046.1,90.51,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,CEBOLLAS,1123.65,75.56,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,AJOS,84.91,40.63,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,COLES,200.44,17.71,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PEPINOS,350.51,49.57,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,JUDIAS VERDES,410.87,55.83,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PIMIENTOS,493.47,73.65,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,CHAMPIÑONES+O.SETAS,226.67,51.75,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,LECHUGA/ESC./ENDIVIA,961.27,76.91,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,ESPARRAGOS,245.81,27.54,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,VERDURAS DE HOJA,436.63,38.27,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,BERENJENAS,209.38,36.06,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,ZANAHORIAS,524.38,66.43,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,CALABACINES,619.33,69.29,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,OTR.HORTALIZAS/VERD.,1760.84,82.21,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,BROCOLI,174.66,27.64,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,ALCACHOFAS,295.23,27.45,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,APIO,109.33,14.11,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,COLIFLOR,41.84,7.65,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,VERD./HORT. IV GAMA,1104.13,70.31,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PUERRO,118.41,31.53,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,T.FRUTAS FRESCAS,11763.54,98.14,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,NARANJAS,2568.11,71.75,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,MANDARINAS,362.44,24.41,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,LIMONES,335.63,45.69,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PLATANOS,1519.31,78.91,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,MANZANAS,1268.85,74.21,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PERAS,575.67,57.74,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,MELOCOTONES,182.59,23.05,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,NECTARINAS,123.71,21.98,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,ALBARICOQUES,376.63,36.94,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,FRESAS/FRESON,762.86,63.24,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,MELON,511.63,30.57,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,SANDIA,1686.49,45.02,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,CIRUELAS,13.64,4.85,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,CEREZAS,306.49,31.01,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,UVAS,75.36,13.82,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,KIWI,341.87,38.71,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,AGUACATE,200.17,37.38,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,PIÑA,212.87,14.01,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,OTRAS FRUTAS FRESCAS,339.23,44.26,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,POMELO,39.95,5.34,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,MANGO,42.65,6.66,0.13526
Aragon,5.0,194366.0,26290.0,2020.0,FRUTAS IV GAMA,393.32,31.27,0.13526
Aragon,6.0,116292.0,17977.0,2020.0,TOTAL PATATAS,3514.47,83.73,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PATATAS FRESCAS,2834.82,79.96,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PATATAS CONGELADAS,46.42,7.28,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PATATAS PROCESADAS,126.65,44.11,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PATATAS FRITAS,115.41,43.66,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,T.HORTALIZAS FRESCAS,9189.68,97.68,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,TOMATES,2251.05,92.03,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,CEBOLLAS,1048.32,75.83,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,AJOS,94.92,40.84,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,COLES,53.91,9.98,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PEPINOS,574.13,57.39,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,JUDIAS VERDES,454.87,56.24,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PIMIENTOS,586.93,73.66,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,CHAMPIÑONES+O.SETAS,182.73,49.72,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,LECHUGA/ESC./ENDIVIA,863.16,80.56,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,ESPARRAGOS,178.31,17.51,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,VERDURAS DE HOJA,373.46,36.83,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,BERENJENAS,176.24,32.28,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,ZANAHORIAS,369.61,57.44,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,CALABACINES,671.93,63.36,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,OTR.HORTALIZAS/VERD.,1310.11,77.63,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,BROCOLI,190.63,18.92,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,ALCACHOFAS,129.47,10.1,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,APIO,135.52,8.95,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,COLIFLOR,18.19,3.9,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,VERD./HORT. IV GAMA,734.62,71.53,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PUERRO,84.69,21.97,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,T.FRUTAS FRESCAS,13565.08,98.01,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,NARANJAS,1455.77,53.95,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,MANDARINAS,30.27,4.82,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,LIMONES,271.48,36.74,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PLATANOS,1525.75,85.05,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,MANZANAS,1099.83,63.16,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PERAS,375.03,42.34,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,MELOCOTONES,679.45,53.55,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,NECTARINAS,469.93,36.76,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,ALBARICOQUES,580.33,43.31,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,FRESAS/FRESON,112.37,20.78,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,MELON,1571.9,53.75,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,SANDIA,3065.28,78.59,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,CIRUELAS,249.96,16.52,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,CEREZAS,606.51,54.15,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,UVAS,62.37,9.57,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,KIWI,248.89,31.75,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,AGUACATE,211.29,36.4,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,PIÑA,233.36,19.42,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,OTRAS FRUTAS FRESCAS,715.31,55.0,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,POMELO,45.94,4.52,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,MANGO,134.32,11.22,0.15459
Aragon,6.0,116292.0,17977.0,2020.0,FRUTAS IV GAMA,573.58,35.9,0.15459
Canarias,3.0,3372.0,139.0,2020.0,TOTAL PATATAS,8483.08,87.1,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PATATAS FRESCAS,6689.41,79.46,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PATATAS CONGELADAS,383.6,12.15,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PATATAS PROCESADAS,282.02,46.74,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PATATAS FRITAS,215.39,46.45,0.04122
Canarias,3.0,3372.0,139.0,2020.0,T.HORTALIZAS FRESCAS,12563.35,98.96,0.04122
Canarias,3.0,3372.0,139.0,2020.0,TOMATES,2115.91,86.17,0.04122
Canarias,3.0,3372.0,139.0,2020.0,CEBOLLAS,2113.67,92.33,0.04122
Canarias,3.0,3372.0,139.0,2020.0,AJOS,167.26,49.22,0.04122
Canarias,3.0,3372.0,139.0,2020.0,COLES,348.95,25.73,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PEPINOS,287.79,29.91,0.04122
Canarias,3.0,3372.0,139.0,2020.0,JUDIAS VERDES,243.26,25.81,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PIMIENTOS,1084.59,77.48,0.04122
Canarias,3.0,3372.0,139.0,2020.0,CHAMPIÑONES+O.SETAS,225.27,36.4,0.04122
Canarias,3.0,3372.0,139.0,2020.0,LECHUGA/ESC./ENDIVIA,573.57,61.75,0.04122
Canarias,3.0,3372.0,139.0,2020.0,ESPARRAGOS,4.27,1.32,0.04122
Canarias,3.0,3372.0,139.0,2020.0,VERDURAS DE HOJA,115.88,27.69,0.04122
Canarias,3.0,3372.0,139.0,2020.0,BERENJENAS,151.6,21.45,0.04122
Canarias,3.0,3372.0,139.0,2020.0,ZANAHORIAS,1160.15,76.34,0.04122
Canarias,3.0,3372.0,139.0,2020.0,CALABACINES,1524.73,75.07,0.04122
Canarias,3.0,3372.0,139.0,2020.0,OTR.HORTALIZAS/VERD.,2446.46,86.82,0.04122
Canarias,3.0,3372.0,139.0,2020.0,BROCOLI,76.38,12.22,0.04122
Canarias,3.0,3372.0,139.0,2020.0,ALCACHOFAS,27.94,2.73,0.04122
Canarias,3.0,3372.0,139.0,2020.0,APIO,103.39,14.01,0.04122
Canarias,3.0,3372.0,139.0,2020.0,COLIFLOR,106.02,13.18,0.04122
Canarias,3.0,3372.0,139.0,2020.0,VERD./HORT. IV GAMA,1806.22,69.38,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PUERRO,200.4,37.05,0.04122
Canarias,3.0,3372.0,139.0,2020.0,T.FRUTAS FRESCAS,18795.62,98.64,0.04122
Canarias,3.0,3372.0,139.0,2020.0,NARANJAS,4189.71,60.27,0.04122
Canarias,3.0,3372.0,139.0,2020.0,MANDARINAS,2128.72,57.13,0.04122
Canarias,3.0,3372.0,139.0,2020.0,LIMONES,699.63,42.81,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PLATANOS,3754.61,83.51,0.04122
Canarias,3.0,3372.0,139.0,2020.0,MANZANAS,2264.47,77.63,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PERAS,1644.42,61.31,0.04122
Canarias,3.0,3372.0,139.0,2020.0,NECTARINAS,45.23,5.42,0.04122
Canarias,3.0,3372.0,139.0,2020.0,ALBARICOQUES,1.01,0.26,0.04122
Canarias,3.0,3372.0,139.0,2020.0,FRESAS/FRESON,882.38,55.5,0.04122
Canarias,3.0,3372.0,139.0,2020.0,MELON,65.03,4.37,0.04122
Canarias,3.0,3372.0,139.0,2020.0,SANDIA,23.13,1.67,0.04122
Canarias,3.0,3372.0,139.0,2020.0,CIRUELAS,45.74,2.93,0.04122
Canarias,3.0,3372.0,139.0,2020.0,UVAS,129.71,13.69,0.04122
Canarias,3.0,3372.0,139.0,2020.0,KIWI,691.52,36.53,0.04122
Canarias,3.0,3372.0,139.0,2020.0,AGUACATE,1004.26,50.4,0.04122
Canarias,3.0,3372.0,139.0,2020.0,PIÑA,113.35,6.69,0.04122
Canarias,3.0,3372.0,139.0,2020.0,OTRAS FRUTAS FRESCAS,1112.69,43.11,0.04122
Canarias,3.0,3372.0,139.0,2020.0,POMELO,100.58,2.31,0.04122
Canarias,3.0,3372.0,139.0,2020.0,MANGO,11.13,0.9,0.04122
Canarias,3.0,3372.0,139.0,2020.0,FRUTAS IV GAMA,910.33,29.54,0.04122
Canarias,4.0,56703.0,3116.0,2020.0,TOTAL PATATAS,8084.98,85.07,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PATATAS FRESCAS,6269.72,75.14,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PATATAS CONGELADAS,266.71,9.05,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PATATAS PROCESADAS,309.71,45.22,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PATATAS FRITAS,272.36,44.1,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,T.HORTALIZAS FRESCAS,15659.2,98.9,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,TOMATES,2902.4,87.69,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,CEBOLLAS,2121.06,88.85,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,AJOS,174.99,46.9,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,COLES,421.74,30.12,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PEPINOS,367.57,42.61,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,JUDIAS VERDES,151.71,22.6,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PIMIENTOS,1305.6,80.14,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,CHAMPIÑONES+O.SETAS,341.16,44.23,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,LECHUGA/ESC./ENDIVIA,739.78,69.33,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,ESPARRAGOS,13.93,2.1,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,VERDURAS DE HOJA,221.83,27.46,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,BERENJENAS,291.83,32.57,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,ZANAHORIAS,1349.91,83.55,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,CALABACINES,1947.62,78.08,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,OTR.HORTALIZAS/VERD.,3308.08,90.42,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,BROCOLI,83.44,5.86,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,ALCACHOFAS,9.75,1.59,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,APIO,92.7,12.88,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,COLIFLOR,339.92,20.38,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,VERD./HORT. IV GAMA,2279.69,67.03,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PUERRO,285.57,44.68,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,T.FRUTAS FRESCAS,20091.57,98.28,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,NARANJAS,4711.77,56.17,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,MANDARINAS,1584.36,51.21,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,LIMONES,747.89,57.21,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PLATANOS,4303.78,86.08,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,MANZANAS,2563.14,80.05,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PERAS,1483.94,62.53,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,MELOCOTONES,30.94,1.92,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,NECTARINAS,8.89,1.46,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,ALBARICOQUES,5.55,0.69,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,FRESAS/FRESON,849.17,48.34,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,MELON,251.25,10.42,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,SANDIA,270.08,9.64,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,CIRUELAS,53.0,3.66,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,CEREZAS,0.86,0.36,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,UVAS,145.59,11.09,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,KIWI,629.17,34.79,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,AGUACATE,967.75,55.82,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,PIÑA,219.44,16.45,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,OTRAS FRUTAS FRESCAS,1265.0,41.27,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,POMELO,117.57,3.17,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,MANGO,9.01,1.03,0.05495
Canarias,4.0,56703.0,3116.0,2020.0,FRUTAS IV GAMA,1173.3,33.77,0.05495
Canarias,5.0,44736.0,2944.0,2020.0,TOTAL PATATAS,6433.19,83.46,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PATATAS FRESCAS,5096.98,72.27,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PATATAS CONGELADAS,305.98,9.75,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PATATAS PROCESADAS,206.05,48.11,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PATATAS FRITAS,197.19,47.21,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,T.HORTALIZAS FRESCAS,12935.36,99.21,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,TOMATES,2637.59,87.39,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,CEBOLLAS,1739.71,82.44,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,AJOS,171.77,48.47,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,COLES,236.33,18.16,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PEPINOS,313.55,42.11,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,JUDIAS VERDES,155.88,21.54,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PIMIENTOS,1113.82,79.99,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,CHAMPIÑONES+O.SETAS,450.48,48.12,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,LECHUGA/ESC./ENDIVIA,677.76,72.34,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,ESPARRAGOS,36.17,5.35,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,VERDURAS DE HOJA,133.47,19.18,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,BERENJENAS,264.53,30.05,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,ZANAHORIAS,1146.25,73.42,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,CALABACINES,1299.85,67.18,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,OTR.HORTALIZAS/VERD.,2558.2,86.33,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,BROCOLI,116.89,11.09,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,ALCACHOFAS,8.6,2.04,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,APIO,83.01,8.13,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,COLIFLOR,231.24,17.67,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,VERD./HORT. IV GAMA,1980.68,67.19,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PUERRO,249.79,35.65,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,T.FRUTAS FRESCAS,18495.73,98.23,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,NARANJAS,3493.12,51.57,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,MANDARINAS,591.97,27.73,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,LIMONES,623.76,42.19,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PLATANOS,3636.14,80.24,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,MANZANAS,2201.35,74.91,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PERAS,1320.2,50.65,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,MELOCOTONES,121.44,9.32,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,NECTARINAS,216.58,15.07,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,ALBARICOQUES,162.79,13.93,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,FRESAS/FRESON,674.73,48.58,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,MELON,516.83,18.6,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,SANDIA,1690.1,43.48,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,CIRUELAS,34.48,5.6,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,CEREZAS,20.96,4.26,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,UVAS,211.92,13.92,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,KIWI,640.14,40.75,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,AGUACATE,797.11,48.36,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,PIÑA,252.83,14.63,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,OTRAS FRUTAS FRESCAS,1289.28,47.6,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,POMELO,139.79,4.08,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,MANGO,13.24,2.58,0.06581
Canarias,5.0,44736.0,2944.0,2020.0,FRUTAS IV GAMA,943.47,35.7,0.06581
Canarias,6.0,30894.0,2096.0,2020.0,TOTAL PATATAS,5638.42,73.63,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PATATAS FRESCAS,4549.65,56.28,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PATATAS CONGELADAS,235.63,9.73,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PATATAS PROCESADAS,170.63,43.69,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PATATAS FRITAS,150.13,42.87,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,T.HORTALIZAS FRESCAS,10959.67,98.13,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,TOMATES,2475.57,83.15,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,CEBOLLAS,1494.2,74.98,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,AJOS,130.16,43.81,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,COLES,192.93,20.5,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PEPINOS,302.17,50.18,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,JUDIAS VERDES,145.14,24.11,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PIMIENTOS,1177.19,77.62,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,CHAMPIÑONES+O.SETAS,237.53,37.18,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,LECHUGA/ESC./ENDIVIA,603.03,61.43,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,ESPARRAGOS,5.66,2.74,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,VERDURAS DE HOJA,81.65,18.59,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,BERENJENAS,208.66,19.91,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,ZANAHORIAS,862.94,63.56,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,CALABACINES,917.71,60.81,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,OTR.HORTALIZAS/VERD.,2125.11,80.37,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,BROCOLI,61.39,4.62,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,ALCACHOFAS,3.02,0.52,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,APIO,82.51,10.0,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,COLIFLOR,138.64,12.74,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,VERD./HORT. IV GAMA,1685.12,67.04,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PUERRO,109.58,20.82,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,T.FRUTAS FRESCAS,19056.07,96.54,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,NARANJAS,2570.76,45.4,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,MANDARINAS,62.99,7.05,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,LIMONES,634.06,43.9,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PLATANOS,3264.07,79.21,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,MANZANAS,1868.68,70.91,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PERAS,918.92,48.01,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,MELOCOTONES,421.72,26.86,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,NECTARINAS,615.41,39.88,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,ALBARICOQUES,280.96,26.26,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,FRESAS/FRESON,170.01,21.62,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,MELON,1191.75,42.99,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,SANDIA,2995.99,57.18,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,CIRUELAS,167.53,21.26,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,CEREZAS,241.04,29.93,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,UVAS,196.64,19.89,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,KIWI,507.55,37.1,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,AGUACATE,810.06,43.71,0.06784
Canarias,6.0,30894.0,2096.0,2020.0,PIÑA,298.41,12.28,0.06784
