Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2018 | Enero|Navarra|PIMIENTOS|28,00|151,44|5,41|22,02|0,05|0,26||
2018 | Enero|Navarra|ESPARRAGOS|45,25|219,27|4,85|16,9|0,08|0,37||
2018 | Enero|Navarra|ALCACHOFAS|0,00|0,00|0|0|0|0||
2018 | Enero|Navarra|CHAMPIÑOSNES+SETAS|6,66|18,75|2,82|2,85|0,01|0,03||
2018 | Enero|Navarra|MAIZ DULCE|6,61|17,83|2,7|4,84|0,01|0,03||
2018 | Enero|Navarra|MENESTRA|0,00|0,00|0|0|0|0||
2018 | Enero|Navarra|TOMATES|240,35|323,93|1,35|49,73|0,41|0,55||
2018 | Enero|Navarra|TOMATE FRITO|200,11|276,92|1,38|43,77|0,34|0,47||
2018 | Enero|Navarra|TOMATE NATURAL|40,24|47,01|1,17|12|0,07|0,08||
2018 | Enero|Navarra|TOMATE N.ENTERO|5,80|6,12|1,06|2,67|0,01|0,01||
2018 | Enero|Navarra|TOMATE N.TRITUR.|34,44|40,89|1,19|10,04|0,06|0,07||
2018 | Enero|Navarra|OTRA VERD/HORT.CON|58,02|164,97|2,84|17,78|0,1|0,28||
2018 | Enero|Navarra|FRUTA EN CONSERVA|69,46|203,76|2,93|19,35|0,12|0,34||
2018 | Enero|Navarra|MERMELADAS,CONFIT.|41,15|138,42|3,36|14,57|0,07|0,23||
2018 | Enero|Navarra|FRUTA CONS/ALMIBAR|22,95|40,72|1,77|4,22|0,04|0,07||
2018 | Enero|Navarra|FRUTA ESCARCHADA|1,17|4,06|3,48|1,27|0|0,01||
2018 | Enero|Navarra|RESTO FRUTA CONSER|4,19|20,56|4,91|3,31|0,01|0,03||
2018 | Enero|Navarra|VERD./HORT.CONGELAD|97,87|243,30|2,49|24,67|0,17|0,41||
2018 | Enero|Navarra|ESPINACAS|21,44|36,96|1,72|8,38|0,04|0,06||
2018 | Enero|Navarra|GUISANTES|30,50|101,75|3,34|11,89|0,05|0,17||
2018 | Enero|Navarra|JUDIA VERDE|20,56|25,33|1,23|6,34|0,03|0,04||
2018 | Enero|Navarra|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Enero|Navarra|PIMIENTOS|0,00|0,00|0|0|0|0||
2018 | Enero|Navarra|BROCOLI|1,22|1,70|1,39|0,52|0|0||
2018 | Enero|Navarra|MENESTRA|11,44|22,55|1,97|4,64|0,02|0,04||
2018 | Enero|Navarra|OTR.VERD/HOR.CONG.|12,71|55,01|4,33|5,66|0,02|0,09||
2018 | Enero|Navarra|FRUTAS CONGELADAS|2,23|8,86|3,97|1,46|0|0,01||
2018 | Enero|País Vasco|GUISANTES|47,18|124,38|2,64|7,66|0,02|0,06||
2018 | Enero|País Vasco|JUDIAS VERDES|63,41|102,46|1,62|4,71|0,03|0,05||
2018 | Enero|País Vasco|PIMIENTOS|210,07|890,94|4,24|28,33|0,1|0,43||
2018 | Enero|País Vasco|ESPARRAGOS|200,01|1.078,44|5,39|18,74|0,1|0,52||
2018 | Enero|País Vasco|ALCACHOFAS|48,59|206,35|4,25|6,82|0,02|0,1||
2018 | Enero|País Vasco|CHAMPIÑOSNES+SETAS|58,29|152,68|2,62|7,91|0,03|0,07||
2018 | Enero|País Vasco|MAIZ DULCE|38,78|112,51|2,9|6,87|0,02|0,05||
2018 | Enero|País Vasco|MENESTRA|10,64|22,73|2,14|1,16|0,01|0,01||
2018 | Enero|País Vasco|TOMATES|1.004,33|1.499,56|1,49|54,69|0,49|0,72||
2018 | Enero|País Vasco|TOMATE FRITO|806,50|1.276,81|1,58|45,08|0,39|0,62||
2018 | Enero|País Vasco|TOMATE NATURAL|197,83|222,75|1,13|17,24|0,1|0,11||
2018 | Enero|País Vasco|TOMATE N.ENTERO|26,57|33,43|1,26|2,25|0,01|0,02||
2018 | Enero|País Vasco|TOMATE N.TRITUR.|171,27|189,32|1,11|15,27|0,08|0,09||
2018 | Enero|País Vasco|OTRA VERD/HORT.CON|169,34|490,36|2,9|17,26|0,08|0,24||
2018 | Enero|País Vasco|FRUTA EN CONSERVA|339,61|1.063,24|3,13|35,36|0,16|0,51||
2018 | Enero|País Vasco|MERMELADAS,CONFIT.|149,62|570,17|3,81|21,39|0,07|0,28||
2018 | Enero|País Vasco|FRUTA CONS/ALMIBAR|160,85|358,88|2,23|11,9|0,08|0,17||
2018 | Enero|País Vasco|FRUTA ESCARCHADA|2,08|17,16|8,25|1,29|0|0,01||
2018 | Enero|País Vasco|RESTO FRUTA CONSER|27,05|117,02|4,33|6,98|0,01|0,06||
2018 | Enero|País Vasco|VERD./HORT.CONGELAD|527,02|999,41|1,9|35,24|0,25|0,48||
2018 | Enero|País Vasco|ESPINACAS|30,89|49,59|1,61|4,08|0,01|0,02||
2018 | Enero|País Vasco|GUISANTES|104,15|152,28|1,46|8,64|0,05|0,07||
2018 | Enero|País Vasco|JUDIA VERDE|147,42|199,40|1,35|11,77|0,07|0,1||
2018 | Enero|País Vasco|COLIFLOR|12,64|25,87|2,05|1,83|0,01|0,01||
2018 | Enero|País Vasco|PIMIENTOS|4,65|9,74|2,09|0,99|0|0||
2018 | Enero|País Vasco|BROCOLI|9,07|20,41|2,25|1,79|0|0,01||
2018 | Enero|País Vasco|MENESTRA|128,99|265,35|2,06|11,44|0,06|0,13||
2018 | Enero|País Vasco|OTR.VERD/HOR.CONG.|89,20|276,77|3,1|15,19|0,04|0,13||
2018 | Enero|País Vasco|FRUTAS CONGELADAS|1,07|4,24|3,97|0,44|0|0||
2018 | Enero|Valencia|GUISANTES|69,34|174,14|2,51|5,38|0,01|0,04||
2018 | Enero|Valencia|JUDIAS VERDES|82,93|123,28|1,49|3,87|0,02|0,03||
2018 | Enero|Valencia|PIMIENTOS|60,00|249,94|4,17|6,94|0,01|0,05||
2018 | Enero|Valencia|ESPARRAGOS|103,87|516,45|4,97|10,37|0,02|0,11||
2018 | Enero|Valencia|ALCACHOFAS|95,16|426,45|4,48|6,36|0,02|0,09||
2018 | Enero|Valencia|CHAMPIÑOSNES+SETAS|95,03|289,70|3,05|7,58|0,02|0,06||
2018 | Enero|Valencia|MAIZ DULCE|162,93|542,01|3,33|12,63|0,03|0,11||
2018 | Enero|Valencia|MENESTRA|21,75|41,79|1,92|1,34|0|0,01||
2018 | Enero|Valencia|TOMATES|2.425,67|3.309,76|1,36|64,69|0,51|0,7||
2018 | Enero|Valencia|TOMATE FRITO|1.352,74|2.102,28|1,55|47,89|0,29|0,44||
2018 | Enero|Valencia|TOMATE NATURAL|1.072,92|1.207,48|1,13|35,6|0,23|0,26||
2018 | Enero|Valencia|TOMATE N.ENTERO|80,36|92,00|1,14|4,34|0,02|0,02||
2018 | Enero|Valencia|TOMATE N.TRITUR.|992,57|1.115,48|1,12|32,75|0,21|0,24||
2018 | Enero|Valencia|OTRA VERD/HORT.CON|235,49|578,31|2,46|17,74|0,05|0,12||
2018 | Enero|Valencia|FRUTA EN CONSERVA|617,53|1.832,15|2,97|31,88|0,13|0,39||
2018 | Enero|Valencia|MERMELADAS,CONFIT.|276,55|990,40|3,58|20,52|0,06|0,21||
2018 | Enero|Valencia|FRUTA CONS/ALMIBAR|323,94|761,56|2,35|13,64|0,07|0,16||
2018 | Enero|Valencia|FRUTA ESCARCHADA|0,92|7,51|8,14|0,34|0|0||
2018 | Enero|Valencia|RESTO FRUTA CONSER|16,12|72,69|4,51|2,7|0|0,02||
2018 | Enero|Valencia|VERD./HORT.CONGELAD|1.480,08|2.774,75|1,87|47,01|0,31|0,59||
2018 | Enero|Valencia|ESPINACAS|127,90|212,62|1,66|8,78|0,03|0,04||
2018 | Enero|Valencia|GUISANTES|138,07|231,55|1,68|8,15|0,03|0,05||
2018 | Enero|Valencia|JUDIA VERDE|405,21|478,87|1,18|15,56|0,09|0,1||
2018 | Enero|Valencia|COLIFLOR|2,99|4,16|1,39|0,16|0|0||
2018 | Enero|Valencia|PIMIENTOS|26,25|55,26|2,11|2,66|0,01|0,01||
2018 | Enero|Valencia|BROCOLI|53,63|81,09|1,51|2,88|0,01|0,02||
2018 | Enero|Valencia|MENESTRA|174,39|255,50|1,47|6,47|0,04|0,05||
2018 | Enero|Valencia|OTR.VERD/HOR.CONG.|551,65|1.455,72|2,64|30,17|0,12|0,31||
2018 | Enero|Valencia|FRUTAS CONGELADAS|7,35|29,78|4,05|1,2|0|0,01||
2018 | Febrero|Total nacional|GUISANTES|765,95|1.724,88|2,25|5,23|0,02|0,04||
2018 | Febrero|Total nacional|JUDIAS VERDES|1.136,95|1.621,17|1,43|5,27|0,02|0,04||
2018 | Febrero|Total nacional|PIMIENTOS|1.142,38|4.568,68|4|12,51|0,03|0,1||
2018 | Febrero|Total nacional|ESPARRAGOS|1.427,52|7.745,95|5,43|12,6|0,03|0,17||
2018 | Febrero|Total nacional|ALCACHOFAS|733,88|3.395,59|4,63|5,6|0,02|0,07||
2018 | Febrero|Total nacional|CHAMPIÑOSNES+SETAS|1.569,26|4.327,40|2,76|10,62|0,03|0,09||
2018 | Febrero|Total nacional|MAIZ DULCE|1.063,42|3.272,04|3,08|10,32|0,02|0,07||
2018 | Febrero|Total nacional|MENESTRA|367,18|684,76|1,86|2,16|0,01|0,02||
2018 | Febrero|Total nacional|TOMATES|19.246,53|26.304,90|1,37|56,2|0,42|0,58||
2018 | Febrero|Total nacional|TOMATE FRITO|13.871,12|19.867,60|1,43|46,88|0,3|0,44||
2018 | Febrero|Total nacional|TOMATE NATURAL|5.375,41|6.437,31|1,2|20,93|0,12|0,14||
2018 | Febrero|Total nacional|TOMATE N.ENTERO|805,08|1.035,31|1,29|3,25|0,02|0,02||
2018 | Febrero|Total nacional|TOMATE N.TRITUR.|4.570,33|5.402,00|1,18|18,77|0,1|0,12||
2018 | Febrero|Total nacional|OTRA VERD/HORT.CON|1.672,10|4.386,39|2,62|10,95|0,04|0,1||
2018 | Febrero|Total nacional|FRUTA EN CONSERVA|5.587,94|16.939,23|3,03|32,42|0,12|0,37||
2018 | Febrero|Total nacional|MERMELADAS,CONFIT.|2.500,08|8.905,00|3,56|21,13|0,05|0,2||
2018 | Febrero|Total nacional|FRUTA CONS/ALMIBAR|2.616,33|6.206,72|2,37|11,39|0,06|0,14||
2018 | Febrero|Total nacional|FRUTA ESCARCHADA|45,42|161,24|3,55|0,71|0|0||
2018 | Febrero|Total nacional|RESTO FRUTA CONSER|426,11|1.666,27|3,91|4,66|0,01|0,04||
2018 | Febrero|Total nacional|VERD./HORT.CONGELAD|11.550,52|23.377,68|2,02|37,36|0,25|0,51||
2018 | Febrero|Total nacional|ESPINACAS|1.164,89|2.001,19|1,72|7,53|0,03|0,04||
2018 | Febrero|Total nacional|GUISANTES|2.184,24|3.737,74|1,71|11,85|0,05|0,08||
2018 | Febrero|Total nacional|JUDIA VERDE|2.500,08|3.403,01|1,36|10,3|0,05|0,07||
2018 | Febrero|Total nacional|COLIFLOR|301,29|492,26|1,63|1,78|0,01|0,01||
2018 | Febrero|Total nacional|PIMIENTOS|139,78|295,35|2,11|1,44|0|0,01||
2018 | Febrero|Total nacional|BROCOLI|436,94|703,52|1,61|2,22|0,01|0,02||
2018 | Febrero|Total nacional|MENESTRA|1.467,14|2.632,92|1,79|7,12|0,03|0,06||
2018 | Febrero|Total nacional|OTR.VERD/HOR.CONG.|3.356,17|10.111,70|3,01|19,11|0,07|0,22||
2018 | Febrero|Total nacional|FRUTAS CONGELADAS|144,90|686,37|4,74|1,29|0|0,02||
2018 | Febrero|Andalucía|GUISANTES|86,30|206,67|2,39|3,53|0,01|0,02||
2018 | Febrero|Andalucía|JUDIAS VERDES|170,76|232,89|1,36|5,46|0,02|0,03||
2018 | Febrero|Andalucía|PIMIENTOS|193,03|784,40|4,06|13,35|0,02|0,09||
2018 | Febrero|Andalucía|ESPARRAGOS|230,99|1.134,03|4,91|13,11|0,03|0,13||
2018 | Febrero|Andalucía|ALCACHOFAS|149,60|664,76|4,44|5,95|0,02|0,08||
2018 | Febrero|Andalucía|CHAMPIÑOSNES+SETAS|333,91|878,81|2,63|12,98|0,04|0,1||
2018 | Febrero|Andalucía|MAIZ DULCE|243,90|736,28|3,02|13,53|0,03|0,08||
2018 | Febrero|Andalucía|MENESTRA|41,35|70,27|1,7|1,61|0|0,01||
2018 | Febrero|Andalucía|TOMATES|3.910,76|4.964,87|1,27|61,31|0,45|0,57||
2018 | Febrero|Andalucía|TOMATE FRITO|2.848,89|3.785,21|1,33|52,1|0,33|0,44||
2018 | Febrero|Andalucía|TOMATE NATURAL|1.061,87|1.179,65|1,11|23,78|0,12|0,14||
2018 | Febrero|Andalucía|TOMATE N.ENTERO|126,80|145,36|1,15|3,45|0,01|0,02||
2018 | Febrero|Andalucía|TOMATE N.TRITUR.|935,06|1.034,29|1,11|21,3|0,11|0,12||
2018 | Febrero|Andalucía|OTRA VERD/HORT.CON|321,66|834,80|2,6|13,45|0,04|0,1||
2018 | Febrero|Andalucía|FRUTA EN CONSERVA|870,30|2.490,16|2,86|30,33|0,1|0,29||
2018 | Febrero|Andalucía|MERMELADAS,CONFIT.|298,84|1.017,94|3,41|16,25|0,03|0,12||
2018 | Febrero|Andalucía|FRUTA CONS/ALMIBAR|499,62|1.235,86|2,47|14,01|0,06|0,14||
2018 | Febrero|Andalucía|FRUTA ESCARCHADA|5,44|18,51|3,4|0,6|0|0||
2018 | Febrero|Andalucía|RESTO FRUTA CONSER|66,40|217,85|3,28|3,97|0,01|0,03||
2018 | Febrero|Andalucía|VERD./HORT.CONGELAD|1.688,50|3.661,14|2,17|35,22|0,19|0,42||
2018 | Febrero|Andalucía|ESPINACAS|192,67|282,22|1,46|7,31|0,02|0,03||
2018 | Febrero|Andalucía|GUISANTES|256,40|416,99|1,63|9,4|0,03|0,05||
2018 | Febrero|Andalucía|JUDIA VERDE|260,50|366,59|1,41|7,66|0,03|0,04||
2018 | Febrero|Andalucía|COLIFLOR|35,46|68,84|1,94|1,33|0|0,01||
2018 | Febrero|Andalucía|PIMIENTOS|40,26|84,11|2,09|2,43|0|0,01||
2018 | Febrero|Andalucía|BROCOLI|31,81|46,37|1,46|0,81|0|0,01||
2018 | Febrero|Andalucía|MENESTRA|271,50|493,33|1,82|8,84|0,03|0,06||
2018 | Febrero|Andalucía|OTR.VERD/HOR.CONG.|599,90|1.902,68|3,17|21,04|0,07|0,22||
2018 | Febrero|Andalucía|FRUTAS CONGELADAS|19,46|90,77|4,67|0,72|0|0,01||
2018 | Febrero|Aragón|GUISANTES|50,82|94,84|1,87|9,48|0,04|0,07||
2018 | Febrero|Aragón|JUDIAS VERDES|53,68|90,93|1,69|7,97|0,04|0,07||
2018 | Febrero|Aragón|PIMIENTOS|54,23|215,91|3,98|17,5|0,04|0,16||
2018 | Febrero|Aragón|ESPARRAGOS|98,59|471,79|4,79|17,53|0,08|0,36||
2018 | Febrero|Aragón|ALCACHOFAS|18,16|86,48|4,76|4,99|0,01|0,07||
2018 | Febrero|Aragón|CHAMPIÑOSNES+SETAS|27,29|73,52|2,69|8,45|0,02|0,06||
2018 | Febrero|Aragón|MAIZ DULCE|28,94|94,26|3,26|9,82|0,02|0,07||
2018 | Febrero|Aragón|MENESTRA|16,58|33,26|2,01|3,74|0,01|0,03||
2018 | Febrero|Aragón|TOMATES|422,14|594,77|1,41|54,37|0,32|0,45||
2018 | Febrero|Aragón|TOMATE FRITO|341,32|489,68|1,43|45,88|0,26|0,37||
2018 | Febrero|Aragón|TOMATE NATURAL|80,82|105,09|1,3|13,29|0,06|0,08||
2018 | Febrero|Aragón|TOMATE N.ENTERO|11,35|21,83|1,92|2,08|0,01|0,02||
2018 | Febrero|Aragón|TOMATE N.TRITUR.|69,47|83,26|1,2|11,6|0,05|0,06||
2018 | Febrero|Aragón|OTRA VERD/HORT.CON|80,51|157,39|1,95|12,49|0,06|0,12||
2018 | Febrero|Aragón|FRUTA EN CONSERVA|127,78|345,33|2,7|24,96|0,1|0,26||
2018 | Febrero|Aragón|MERMELADAS,CONFIT.|48,98|165,15|3,37|16,33|0,04|0,13||
2018 | Febrero|Aragón|FRUTA CONS/ALMIBAR|69,80|142,14|2,04|7,97|0,05|0,11||
2018 | Febrero|Aragón|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Aragón|RESTO FRUTA CONSER|9,00|38,04|4,23|3,5|0,01|0,03||
2018 | Febrero|Aragón|VERD./HORT.CONGELAD|357,89|657,85|1,84|37,83|0,27|0,5||
2018 | Febrero|Aragón|ESPINACAS|43,28|90,91|2,1|8,69|0,03|0,07||
2018 | Febrero|Aragón|GUISANTES|64,10|89,44|1,4|9,99|0,05|0,07||
2018 | Febrero|Aragón|JUDIA VERDE|84,36|89,19|1,06|9,44|0,06|0,07||
2018 | Febrero|Aragón|COLIFLOR|15,28|20,73|1,36|1,58|0,01|0,02||
2018 | Febrero|Aragón|PIMIENTOS|1,20|2,51|2,09|0,55|0|0||
2018 | Febrero|Aragón|BROCOLI|16,09|23,22|1,44|2,74|0,01|0,02||
2018 | Febrero|Aragón|MENESTRA|73,61|141,13|1,92|11,29|0,06|0,11||
2018 | Febrero|Aragón|OTR.VERD/HOR.CONG.|59,97|200,72|3,35|15,01|0,05|0,15||
2018 | Febrero|Aragón|FRUTAS CONGELADAS|1,58|6,37|4,04|0,6|0|0||
2018 | Febrero|Asturias|GUISANTES|22,23|52,02|2,34|6,76|0,02|0,05||
2018 | Febrero|Asturias|JUDIAS VERDES|21,81|29,65|1,36|5,34|0,02|0,03||
2018 | Febrero|Asturias|PIMIENTOS|36,35|152,53|4,2|15,43|0,03|0,14||
2018 | Febrero|Asturias|ESPARRAGOS|20,99|119,82|5,71|8,77|0,02|0,11||
2018 | Febrero|Asturias|ALCACHOFAS|4,54|20,28|4,47|2,53|0|0,02||
2018 | Febrero|Asturias|CHAMPIÑOSNES+SETAS|33,10|96,85|2,93|11,38|0,03|0,09||
2018 | Febrero|Asturias|MAIZ DULCE|2,25|6,64|2,96|1,35|0|0,01||
2018 | Febrero|Asturias|MENESTRA|11,55|25,79|2,23|3,55|0,01|0,02||
2018 | Febrero|Asturias|TOMATES|421,68|666,77|1,58|60,32|0,39|0,61||
2018 | Febrero|Asturias|TOMATE FRITO|357,23|593,79|1,66|55,73|0,33|0,55||
2018 | Febrero|Asturias|TOMATE NATURAL|64,45|72,98|1,13|12,84|0,06|0,07||
2018 | Febrero|Asturias|TOMATE N.ENTERO|8,74|9,64|1,1|2,89|0,01|0,01||
2018 | Febrero|Asturias|TOMATE N.TRITUR.|55,71|63,34|1,14|10,84|0,05|0,06||
2018 | Febrero|Asturias|OTRA VERD/HORT.CON|15,75|38,78|2,46|7,71|0,01|0,04||
2018 | Febrero|Asturias|FRUTA EN CONSERVA|161,58|558,96|3,46|34,73|0,15|0,52||
2018 | Febrero|Asturias|MERMELADAS,CONFIT.|90,85|373,65|4,11|20,24|0,08|0,34||
2018 | Febrero|Asturias|FRUTA CONS/ALMIBAR|52,24|120,80|2,31|12,06|0,05|0,11||
2018 | Febrero|Asturias|FRUTA ESCARCHADA|2,08|4,94|2,38|2,15|0|0||
2018 | Febrero|Asturias|RESTO FRUTA CONSER|16,42|59,57|3,63|5,71|0,02|0,05||
2018 | Febrero|Asturias|VERD./HORT.CONGELAD|239,09|469,65|1,96|25,22|0,22|0,43||
2018 | Febrero|Asturias|ESPINACAS|12,23|26,81|2,19|5,58|0,01|0,02||
2018 | Febrero|Asturias|GUISANTES|59,84|84,18|1,41|12,56|0,06|0,08||
2018 | Febrero|Asturias|JUDIA VERDE|34,56|37,38|1,08|4,05|0,03|0,03||
2018 | Febrero|Asturias|COLIFLOR|17,82|35,77|2,01|7,16|0,02|0,03||
2018 | Febrero|Asturias|PIMIENTOS|4,70|9,83|2,09|2,12|0|0,01||
2018 | Febrero|Asturias|BROCOLI|21,83|37,23|1,71|2,75|0,02|0,03||
2018 | Febrero|Asturias|MENESTRA|35,84|85,55|2,39|3,43|0,03|0,08||
2018 | Febrero|Asturias|OTR.VERD/HOR.CONG.|52,25|152,89|2,93|14,33|0,05|0,14||
2018 | Febrero|Asturias|FRUTAS CONGELADAS|1,80|7,51|4,19|0,28|0|0,01||
2018 | Febrero|Baleares|GUISANTES|3,32|8,44|2,54|1,81|0|0,01||
2018 | Febrero|Baleares|JUDIAS VERDES|11,76|19,57|1,66|3,17|0,01|0,02||
2018 | Febrero|Baleares|PIMIENTOS|20,63|90,72|4,4|11,18|0,02|0,09||
2018 | Febrero|Baleares|ESPARRAGOS|16,92|130,74|7,73|9,27|0,02|0,13||
2018 | Febrero|Baleares|ALCACHOFAS|5,91|30,96|5,24|4|0,01|0,03||
2018 | Febrero|Baleares|CHAMPIÑOSNES+SETAS|51,67|151,38|2,93|13,71|0,05|0,15||
2018 | Febrero|Baleares|MAIZ DULCE|23,24|76,45|3,29|11,08|0,02|0,07||
2018 | Febrero|Baleares|MENESTRA|0,00|0,00|0|0|0|0||
2018 | Febrero|Baleares|TOMATES|467,57|586,71|1,25|51,88|0,45|0,57||
2018 | Febrero|Baleares|TOMATE FRITO|258,97|334,55|1,29|35,18|0,25|0,32||
2018 | Febrero|Baleares|TOMATE NATURAL|208,59|252,16|1,21|31,9|0,2|0,24||
2018 | Febrero|Baleares|TOMATE N.ENTERO|19,99|27,68|1,38|3,73|0,02|0,03||
2018 | Febrero|Baleares|TOMATE N.TRITUR.|188,61|224,48|1,19|30,91|0,18|0,22||
2018 | Febrero|Baleares|OTRA VERD/HORT.CON|23,12|86,89|3,76|8,31|0,02|0,08||
2018 | Febrero|Baleares|FRUTA EN CONSERVA|235,66|680,44|2,89|39,11|0,23|0,66||
2018 | Febrero|Baleares|MERMELADAS,CONFIT.|81,35|339,46|4,17|20,57|0,08|0,33||
2018 | Febrero|Baleares|FRUTA CONS/ALMIBAR|146,39|314,18|2,15|18,69|0,14|0,3||
2018 | Febrero|Baleares|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Febrero|Baleares|RESTO FRUTA CONSER|7,92|26,80|3,38|5,43|0,01|0,03||
2018 | Febrero|Baleares|VERD./HORT.CONGELAD|201,35|439,80|2,18|38,45|0,2|0,43||
2018 | Febrero|Baleares|ESPINACAS|26,50|43,64|1,65|7,59|0,03|0,04||
2018 | Febrero|Baleares|GUISANTES|25,27|42,82|1,69|7,19|0,02|0,04||
2018 | Febrero|Baleares|JUDIA VERDE|40,84|53,33|1,31|9,12|0,04|0,05||
2018 | Febrero|Baleares|COLIFLOR|0,00|0,00|0|0|0|0||
2018 | Febrero|Baleares|PIMIENTOS|2,48|5,18|2,09|1,26|0|0,01||
2018 | Febrero|Baleares|BROCOLI|4,16|6,20|1,49|1,02|0|0,01||
2018 | Febrero|Baleares|MENESTRA|12,64|14,15|1,12|2,28|0,01|0,01||
2018 | Febrero|Baleares|OTR.VERD/HOR.CONG.|89,47|274,48|3,07|26,73|0,09|0,27||
2018 | Febrero|Baleares|FRUTAS CONGELADAS|18,64|81,15|4,35|5,81|0,02|0,08||
2018 | Febrero|Canarias|GUISANTES|29,85|62,90|2,11|6,58|0,01|0,03||
2018 | Febrero|Canarias|JUDIAS VERDES|14,18|25,39|1,79|3,23|0,01|0,01||
2018 | Febrero|Canarias|PIMIENTOS|32,37|135,62|4,19|11,55|0,01|0,06||
2018 | Febrero|Canarias|ESPARRAGOS|62,48|417,10|6,68|12,57|0,03|0,19||
2018 | Febrero|Canarias|ALCACHOFAS|13,02|69,83|5,36|3,49|0,01|0,03||
2018 | Febrero|Canarias|CHAMPIÑOSNES+SETAS|64,50|177,99|2,76|10,72|0,03|0,08||
2018 | Febrero|Canarias|MAIZ DULCE|89,33|273,22|3,06|22,14|0,04|0,12||
2018 | Febrero|Canarias|MENESTRA|16,34|40,82|2,5|2,1|0,01|0,02||
2018 | Febrero|Canarias|TOMATES|521,56|879,56|1,69|45,87|0,24|0,4||
2018 | Febrero|Canarias|TOMATE FRITO|394,56|588,86|1,49|38,44|0,18|0,27||
2018 | Febrero|Canarias|TOMATE NATURAL|127,00|290,71|2,29|12,07|0,06|0,13||
2018 | Febrero|Canarias|TOMATE N.ENTERO|15,84|31,74|2|2,06|0,01|0,01||
2018 | Febrero|Canarias|TOMATE N.TRITUR.|111,16|258,97|2,33|10,67|0,05|0,12||
2018 | Febrero|Canarias|OTRA VERD/HORT.CON|43,26|88,02|2,03|8,13|0,02|0,04||
2018 | Febrero|Canarias|FRUTA EN CONSERVA|319,48|941,27|2,95|38,9|0,15|0,43||
2018 | Febrero|Canarias|MERMELADAS,CONFIT.|119,57|376,07|3,15|22,23|0,05|0,17||
2018 | Febrero|Canarias|FRUTA CONS/ALMIBAR|175,63|470,51|2,68|22,52|0,08|0,22||
2018 | Febrero|Canarias|FRUTA ESCARCHADA|0,94|3,02|3,2|0,39|0|0||
2018 | Febrero|Canarias|RESTO FRUTA CONSER|23,34|91,67|3,93|7,85|0,01|0,04||
2018 | Febrero|Canarias|VERD./HORT.CONGELAD|473,50|836,64|1,77|35,23|0,22|0,38||
2018 | Febrero|Canarias|ESPINACAS|27,38|35,14|1,28|4,09|0,01|0,02||
2018 | Febrero|Canarias|GUISANTES|108,37|161,60|1,49|15,36|0,05|0,07||
2018 | Febrero|Canarias|JUDIA VERDE|110,79|161,39|1,46|11,72|0,05|0,07||
2018 | Febrero|Canarias|COLIFLOR|15,49|23,51|1,52|2,54|0,01|0,01||
2018 | Febrero|Canarias|PIMIENTOS|5,08|11,18|2,2|0,46|0|0,01||
2018 | Febrero|Canarias|BROCOLI|41,58|68,94|1,66|4,44|0,02|0,03||
2018 | Febrero|Canarias|MENESTRA|68,64|106,40|1,55|7,68|0,03|0,05||
2018 | Febrero|Canarias|OTR.VERD/HOR.CONG.|96,14|268,47|2,79|12,95|0,04|0,12||
2018 | Febrero|Canarias|FRUTAS CONGELADAS|12,54|60,10|4,79|2,34|0,01|0,03||
2018 | Febrero|Cantabria|GUISANTES|18,61|34,99|1,88|11,45|0,03|0,06||
2018 | Febrero|Cantabria|JUDIAS VERDES|17,47|24,00|1,37|6,71|0,03|0,04||
2018 | Febrero|Cantabria|PIMIENTOS|21,38|82,77|3,87|23,42|0,04|0,15||
2018 | Febrero|Cantabria|ESPARRAGOS|30,78|193,41|6,28|17,87|0,06|0,35||
2018 | Febrero|Cantabria|ALCACHOFAS|3,37|15,71|4,66|2,51|0,01|0,03||
2018 | Febrero|Cantabria|CHAMPIÑOSNES+SETAS|18,66|58,08|3,11|8,65|0,03|0,1||
2018 | Febrero|Cantabria|MAIZ DULCE|7,51|18,23|2,43|5,65|0,01|0,03||
2018 | Febrero|Cantabria|MENESTRA|2,69|5,42|2,01|1,47|0|0,01||
2018 | Febrero|Cantabria|TOMATES|225,33|311,14|1,38|45,31|0,4|0,56||
2018 | Febrero|Cantabria|TOMATE FRITO|193,23|275,67|1,43|38,84|0,35|0,5||
2018 | Febrero|Cantabria|TOMATE NATURAL|32,09|35,47|1,11|11,94|0,06|0,06||
2018 | Febrero|Cantabria|TOMATE N.ENTERO|10,52|12,99|1,23|4,31|0,02|0,02||
2018 | Febrero|Cantabria|TOMATE N.TRITUR.|21,57|22,48|1,04|7,65|0,04|0,04||
2018 | Febrero|Cantabria|OTRA VERD/HORT.CON|8,71|17,53|2,01|6,48|0,02|0,03||
2018 | Febrero|Cantabria|FRUTA EN CONSERVA|86,30|264,96|3,07|32,83|0,16|0,48||
2018 | Febrero|Cantabria|MERMELADAS,CONFIT.|47,70|158,87|3,33|24,66|0,09|0,29||
2018 | Febrero|Cantabria|FRUTA CONS/ALMIBAR|34,01|92,24|2,71|8,11|0,06|0,17||
2018 | Febrero|Cantabria|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
