Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2013 | Mayo|Castilla León|FRUTA ESCARCHADA|13,61|159,88|11,75|0,62|0,01|0,06||
2013 | Mayo|Castilla León|RESTO FRUTA CONSER|45,58|188,06|4,13|5,34|0,02|0,08||
2013 | Mayo|Castilla León|VERD./HORT.CONGELAD|783,28|1.131,24|1,44|40,22|0,32|0,46||
2013 | Mayo|Castilla León|ESPINACAS|41,38|65,99|1,59|4,76|0,02|0,03||
2013 | Mayo|Castilla León|GUISANTES|137,31|204,73|1,49|13,52|0,06|0,08||
2013 | Mayo|Castilla León|JUDIA VERDE|268,79|334,54|1,24|15,04|0,11|0,14||
2013 | Mayo|Castilla León|COLIFLOR|42,81|61,37|1,43|3|0,02|0,02||
2013 | Mayo|Castilla León|PIMIENTOS|8,28|17,29|2,09|1,55|0|0,01||
2013 | Mayo|Castilla León|BROCOLI|55,06|95,55|1,74|3,22|0,02|0,04||
2013 | Mayo|Castilla León|MENESTRA|96,42|143,68|1,49|8,33|0,04|0,06||
2013 | Mayo|Castilla León|OTR.VERD/HOR.CONG.|133,24|208,09|1,56|11,29|0,05|0,08||
2013 | Mayo|Castilla León|FRUTAS CONGELADAS|0,56|2,24|3,99|0,08|0|0||
2013 | Mayo|Cataluña|GUISANTES|49,86|107,31|2,15|1,99|0,01|0,02||
2013 | Mayo|Cataluña|JUDIAS VERDES|62,94|129,42|2,06|2,37|0,01|0,02||
2013 | Mayo|Cataluña|PIMIENTOS|91,01|391,02|4,3|7,13|0,01|0,06||
2013 | Mayo|Cataluña|ESPARRAGOS|307,58|1.713,62|5,57|15,88|0,05|0,25||
2013 | Mayo|Cataluña|ALCACHOFAS|92,53|417,64|4,51|3,99|0,01|0,06||
2013 | Mayo|Cataluña|CHAMPIÑOSNES+SETAS|242,90|789,52|3,25|9,97|0,04|0,12||
2013 | Mayo|Cataluña|MAIZ DULCE|252,06|759,49|3,01|14,1|0,04|0,11||
2013 | Mayo|Cataluña|MENESTRA|25,31|45,48|1,8|0,74|0|0,01||
2013 | Mayo|Cataluña|TOMATES|3.106,24|4.135,24|1,33|57,12|0,46|0,61||
2013 | Mayo|Cataluña|TOMATE FRITO|1.960,57|2.799,76|1,43|43,18|0,29|0,41||
2013 | Mayo|Cataluña|TOMATE NATURAL|1.145,66|1.335,48|1,17|27,12|0,17|0,2||
2013 | Mayo|Cataluña|TOMATE N.ENTERO|100,23|125,08|1,25|3,12|0,01|0,02||
2013 | Mayo|Cataluña|TOMATE N.TRITUR.|1.045,43|1.210,40|1,16|24,97|0,15|0,18||
2013 | Mayo|Cataluña|OTRA VERD/HORT.CON|203,75|577,13|2,83|10,51|0,03|0,09||
2013 | Mayo|Cataluña|FRUTA EN CONSERVA|1.092,36|3.274,94|3|36,55|0,16|0,48||
2013 | Mayo|Cataluña|MERMELADAS,CONFIT.|444,24|1.587,47|3,57|22,46|0,07|0,23||
2013 | Mayo|Cataluña|FRUTA CONS/ALMIBAR|569,08|1.318,62|2,32|17,28|0,08|0,19||
2013 | Mayo|Cataluña|FRUTA ESCARCHADA|8,32|64,48|7,75|0,41|0|0,01||
2013 | Mayo|Cataluña|RESTO FRUTA CONSER|70,72|304,36|4,3|4,9|0,01|0,04||
2013 | Mayo|Cataluña|VERD./HORT.CONGELAD|3.008,49|6.006,58|2|47|0,44|0,89||
2013 | Mayo|Cataluña|ESPINACAS|312,86|538,45|1,72|9,39|0,05|0,08||
2013 | Mayo|Cataluña|GUISANTES|606,65|1.221,04|2,01|20,84|0,09|0,18||
2013 | Mayo|Cataluña|JUDIA VERDE|609,49|862,61|1,42|15,22|0,09|0,13||
2013 | Mayo|Cataluña|COLIFLOR|52,12|80,13|1,54|1,37|0,01|0,01||
2013 | Mayo|Cataluña|PIMIENTOS|32,16|67,89|2,11|2,18|0|0,01||
2013 | Mayo|Cataluña|BROCOLI|88,36|152,87|1,73|2,63|0,01|0,02||
2013 | Mayo|Cataluña|MENESTRA|172,80|308,38|1,78|4,93|0,03|0,05||
2013 | Mayo|Cataluña|OTR.VERD/HOR.CONG.|1.134,04|2.775,21|2,45|29,15|0,17|0,41||
2013 | Mayo|Cataluña|FRUTAS CONGELADAS|7,03|28,03|3,99|0,32|0|0||
2013 | Mayo|Extremadura|GUISANTES|16,44|32,32|1,97|5,43|0,01|0,03||
2013 | Mayo|Extremadura|JUDIAS VERDES|60,27|82,02|1,36|9,9|0,05|0,07||
2013 | Mayo|Extremadura|PIMIENTOS|31,69|107,10|3,38|14,46|0,03|0,1||
2013 | Mayo|Extremadura|ESPARRAGOS|44,65|259,33|5,81|19,66|0,04|0,24||
2013 | Mayo|Extremadura|ALCACHOFAS|25,23|109,87|4,36|10,51|0,02|0,1||
2013 | Mayo|Extremadura|CHAMPIÑOSNES+SETAS|54,23|139,10|2,56|16,34|0,05|0,13||
2013 | Mayo|Extremadura|MAIZ DULCE|30,43|80,54|2,65|9,8|0,03|0,07||
2013 | Mayo|Extremadura|MENESTRA|22,68|30,21|1,33|4,02|0,02|0,03||
2013 | Mayo|Extremadura|TOMATES|498,86|629,20|1,26|63,99|0,45|0,57||
2013 | Mayo|Extremadura|TOMATE FRITO|372,17|491,46|1,32|51,48|0,34|0,45||
2013 | Mayo|Extremadura|TOMATE NATURAL|126,69|137,74|1,09|25,02|0,12|0,13||
2013 | Mayo|Extremadura|TOMATE N.ENTERO|28,16|29,28|1,04|6,01|0,03|0,03||
2013 | Mayo|Extremadura|TOMATE N.TRITUR.|98,53|108,46|1,1|20,33|0,09|0,1||
2013 | Mayo|Extremadura|OTRA VERD/HORT.CON|32,49|72,51|2,23|10,1|0,03|0,07||
2013 | Mayo|Extremadura|FRUTA EN CONSERVA|198,21|524,29|2,65|36,93|0,18|0,48||
2013 | Mayo|Extremadura|MERMELADAS,CONFIT.|60,52|208,84|3,45|22,35|0,05|0,19||
2013 | Mayo|Extremadura|FRUTA CONS/ALMIBAR|132,28|302,19|2,28|20,81|0,12|0,27||
2013 | Mayo|Extremadura|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Mayo|Extremadura|RESTO FRUTA CONSER|5,41|13,26|2,45|2,8|0|0,01||
2013 | Mayo|Extremadura|VERD./HORT.CONGELAD|267,11|431,72|1,62|42,78|0,24|0,39||
2013 | Mayo|Extremadura|ESPINACAS|35,69|64,67|1,81|10,14|0,03|0,06||
2013 | Mayo|Extremadura|GUISANTES|26,40|48,51|1,84|8,44|0,02|0,04||
2013 | Mayo|Extremadura|JUDIA VERDE|87,38|110,36|1,26|13,61|0,08|0,1||
2013 | Mayo|Extremadura|COLIFLOR|10,76|19,66|1,83|3,83|0,01|0,02||
2013 | Mayo|Extremadura|PIMIENTOS|0,72|1,51|2,09|0,31|0|0||
2013 | Mayo|Extremadura|BROCOLI|3,23|3,88|1,2|0,82|0|0||
2013 | Mayo|Extremadura|MENESTRA|30,37|50,33|1,66|6,43|0,03|0,05||
2013 | Mayo|Extremadura|OTR.VERD/HOR.CONG.|72,56|132,81|1,83|13,91|0,07|0,12||
2013 | Mayo|Extremadura|FRUTAS CONGELADAS|1,86|3,27|1,76|0,87|0|0||
2013 | Mayo|Galicia|GUISANTES|50,76|123,16|2,43|7,14|0,02|0,04||
2013 | Mayo|Galicia|JUDIAS VERDES|24,68|37,09|1,5|2,26|0,01|0,01||
2013 | Mayo|Galicia|PIMIENTOS|104,39|411,73|3,94|19,72|0,04|0,14||
2013 | Mayo|Galicia|ESPARRAGOS|163,82|858,83|5,24|22,09|0,06|0,3||
2013 | Mayo|Galicia|ALCACHOFAS|11,71|49,56|4,23|1,26|0|0,02||
2013 | Mayo|Galicia|CHAMPIÑOSNES+SETAS|166,52|447,64|2,69|19,24|0,06|0,15||
2013 | Mayo|Galicia|MAIZ DULCE|100,15|316,41|3,16|13,44|0,03|0,11||
2013 | Mayo|Galicia|MENESTRA|17,44|28,99|1,66|1,48|0,01|0,01||
2013 | Mayo|Galicia|TOMATES|867,61|1.236,06|1,42|53,62|0,3|0,43||
2013 | Mayo|Galicia|TOMATE FRITO|692,58|1.026,57|1,48|46,01|0,24|0,35||
2013 | Mayo|Galicia|TOMATE NATURAL|175,03|209,49|1,2|13,89|0,06|0,07||
2013 | Mayo|Galicia|TOMATE N.ENTERO|15,41|19,01|1,23|1,64|0,01|0,01||
2013 | Mayo|Galicia|TOMATE N.TRITUR.|159,62|190,48|1,19|12,86|0,06|0,07||
2013 | Mayo|Galicia|OTRA VERD/HORT.CON|100,71|243,03|2,41|11,11|0,03|0,08||
2013 | Mayo|Galicia|FRUTA EN CONSERVA|583,43|1.758,04|3,01|45,02|0,2|0,61||
2013 | Mayo|Galicia|MERMELADAS,CONFIT.|201,16|752,11|3,74|24,47|0,07|0,26||
2013 | Mayo|Galicia|FRUTA CONS/ALMIBAR|253,56|530,97|2,09|17,59|0,09|0,18||
2013 | Mayo|Galicia|FRUTA ESCARCHADA|2,85|17,42|6,11|0,62|0|0,01||
2013 | Mayo|Galicia|RESTO FRUTA CONSER|125,86|457,53|3,64|20,5|0,04|0,16||
2013 | Mayo|Galicia|VERD./HORT.CONGELAD|843,15|1.306,61|1,55|38,22|0,29|0,45||
2013 | Mayo|Galicia|ESPINACAS|82,25|170,42|2,07|7,8|0,03|0,06||
2013 | Mayo|Galicia|GUISANTES|248,97|384,89|1,55|22,13|0,09|0,13||
2013 | Mayo|Galicia|JUDIA VERDE|168,43|222,66|1,32|7,92|0,06|0,08||
2013 | Mayo|Galicia|COLIFLOR|16,57|24,87|1,5|1,92|0,01|0,01||
2013 | Mayo|Galicia|PIMIENTOS|4,92|10,29|2,09|0,81|0|0||
2013 | Mayo|Galicia|BROCOLI|17,92|37,20|2,08|1,51|0,01|0,01||
2013 | Mayo|Galicia|MENESTRA|65,83|127,68|1,94|3,45|0,02|0,04||
2013 | Mayo|Galicia|OTR.VERD/HOR.CONG.|238,26|328,61|1,38|18,66|0,08|0,11||
2013 | Mayo|Galicia|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Mayo|La Rioja|GUISANTES|1,14|2,38|2,08|2,71|0|0,01||
2013 | Mayo|La Rioja|JUDIAS VERDES|3,57|5,52|1,55|2,86|0,01|0,02||
2013 | Mayo|La Rioja|PIMIENTOS|13,36|40,28|3,01|23,67|0,05|0,15||
2013 | Mayo|La Rioja|ESPARRAGOS|23,98|120,20|5,01|26,2|0,09|0,45||
2013 | Mayo|La Rioja|ALCACHOFAS|0,00|0,00|0|0|0|0||
2013 | Mayo|La Rioja|CHAMPIÑOSNES+SETAS|0,98|2,73|2,78|2,71|0|0,01||
2013 | Mayo|La Rioja|MAIZ DULCE|7,19|20,78|2,89|10,68|0,03|0,08||
2013 | Mayo|La Rioja|MENESTRA|2,51|3,53|1,41|1,62|0,01|0,01||
2013 | Mayo|La Rioja|TOMATES|120,65|139,03|1,15|45,06|0,45|0,52||
2013 | Mayo|La Rioja|TOMATE FRITO|106,37|123,28|1,16|39,53|0,4|0,46||
2013 | Mayo|La Rioja|TOMATE NATURAL|14,28|15,76|1,1|11,53|0,05|0,06||
2013 | Mayo|La Rioja|TOMATE N.ENTERO|1,26|1,30|1,03|1,37|0|0||
2013 | Mayo|La Rioja|TOMATE N.TRITUR.|13,01|14,46|1,11|11,78|0,05|0,05||
2013 | Mayo|La Rioja|OTRA VERD/HORT.CON|7,74|19,96|2,58|6,42|0,03|0,07||
2013 | Mayo|La Rioja|FRUTA EN CONSERVA|38,21|84,77|2,22|19,96|0,14|0,32||
2013 | Mayo|La Rioja|MERMELADAS,CONFIT.|15,86|42,59|2,68|12,55|0,06|0,16||
2013 | Mayo|La Rioja|FRUTA CONS/ALMIBAR|21,06|37,69|1,79|10,02|0,08|0,14||
2013 | Mayo|La Rioja|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Mayo|La Rioja|RESTO FRUTA CONSER|1,29|4,49|3,48|1,69|0|0,02||
2013 | Mayo|La Rioja|VERD./HORT.CONGELAD|68,03|105,51|1,55|27,75|0,25|0,39||
2013 | Mayo|La Rioja|ESPINACAS|1,50|4,47|2,98|2,17|0,01|0,02||
2013 | Mayo|La Rioja|GUISANTES|21,31|33,00|1,55|9,55|0,08|0,12||
2013 | Mayo|La Rioja|JUDIA VERDE|28,11|37,56|1,34|6,93|0,1|0,14||
2013 | Mayo|La Rioja|COLIFLOR|0,00|0,00|0|0|0|0||
2013 | Mayo|La Rioja|PIMIENTOS|0,88|1,83|2,09|1,62|0|0,01||
2013 | Mayo|La Rioja|BROCOLI|0,00|0,00|0|0|0|0||
2013 | Mayo|La Rioja|MENESTRA|14,49|17,69|1,22|12,93|0,05|0,07||
2013 | Mayo|La Rioja|OTR.VERD/HOR.CONG.|1,74|10,95|6,3|3,53|0,01|0,04||
2013 | Mayo|La Rioja|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Mayo|Madrid|GUISANTES|203,47|426,96|2,1|11,31|0,03|0,07||
2013 | Mayo|Madrid|JUDIAS VERDES|287,54|408,99|1,42|9,9|0,05|0,07||
2013 | Mayo|Madrid|PIMIENTOS|211,33|819,41|3,88|17,36|0,04|0,14||
2013 | Mayo|Madrid|ESPARRAGOS|292,56|1.478,91|5,05|17,02|0,05|0,25||
2013 | Mayo|Madrid|ALCACHOFAS|140,65|624,90|4,44|9,22|0,02|0,1||
2013 | Mayo|Madrid|CHAMPIÑOSNES+SETAS|206,51|575,66|2,79|12,24|0,03|0,1||
2013 | Mayo|Madrid|MAIZ DULCE|219,72|650,45|2,96|12,91|0,04|0,11||
2013 | Mayo|Madrid|MENESTRA|56,32|82,48|1,46|2,6|0,01|0,01||
2013 | Mayo|Madrid|TOMATES|2.921,53|3.859,37|1,32|59,35|0,49|0,65||
2013 | Mayo|Madrid|TOMATE FRITO|2.178,56|3.016,58|1,38|51,05|0,37|0,51||
2013 | Mayo|Madrid|TOMATE NATURAL|742,98|842,79|1,13|21,98|0,12|0,14||
2013 | Mayo|Madrid|TOMATE N.ENTERO|133,25|159,66|1,2|5,06|0,02|0,03||
2013 | Mayo|Madrid|TOMATE N.TRITUR.|609,72|683,14|1,12|18,48|0,1|0,11||
2013 | Mayo|Madrid|OTRA VERD/HORT.CON|327,45|731,02|2,23|16,63|0,05|0,12||
2013 | Mayo|Madrid|FRUTA EN CONSERVA|896,65|2.463,18|2,75|38,03|0,15|0,41||
2013 | Mayo|Madrid|MERMELADAS,CONFIT.|417,30|1.373,30|3,29|26,98|0,07|0,23||
2013 | Mayo|Madrid|FRUTA CONS/ALMIBAR|429,56|898,26|2,09|12,22|0,07|0,15||
2013 | Mayo|Madrid|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Mayo|Madrid|RESTO FRUTA CONSER|49,80|191,61|3,85|4,02|0,01|0,03||
2013 | Mayo|Madrid|VERD./HORT.CONGELAD|1.678,80|2.903,12|1,73|41,65|0,28|0,49||
2013 | Mayo|Madrid|ESPINACAS|128,03|186,67|1,46|5,86|0,02|0,03||
2013 | Mayo|Madrid|GUISANTES|225,52|348,66|1,55|10,77|0,04|0,06||
2013 | Mayo|Madrid|JUDIA VERDE|535,78|678,42|1,27|17,25|0,09|0,11||
2013 | Mayo|Madrid|COLIFLOR|80,67|131,37|1,63|3,06|0,01|0,02||
2013 | Mayo|Madrid|PIMIENTOS|19,99|41,95|2,1|1,48|0|0,01||
2013 | Mayo|Madrid|BROCOLI|82,37|128,52|1,56|2,58|0,01|0,02||
2013 | Mayo|Madrid|MENESTRA|170,76|297,39|1,74|6,33|0,03|0,05||
2013 | Mayo|Madrid|OTR.VERD/HOR.CONG.|435,68|1.090,14|2,5|17,28|0,07|0,18||
2013 | Mayo|Madrid|FRUTAS CONGELADAS|0,71|4,83|6,78|0,04|0|0||
2013 | Mayo|Murcia|GUISANTES|29,95|53,97|1,8|3,51|0,02|0,04||
2013 | Mayo|Murcia|JUDIAS VERDES|36,80|52,25|1,42|7,56|0,03|0,04||
2013 | Mayo|Murcia|PIMIENTOS|21,76|84,82|3,9|11,15|0,01|0,06||
2013 | Mayo|Murcia|ESPARRAGOS|39,62|221,78|5,6|14,04|0,03|0,15||
2013 | Mayo|Murcia|ALCACHOFAS|32,60|142,54|4,37|10,25|0,02|0,1||
2013 | Mayo|Murcia|CHAMPIÑOSNES+SETAS|37,03|104,36|2,82|11,43|0,03|0,07||
2013 | Mayo|Murcia|MAIZ DULCE|94,09|294,57|3,13|25,62|0,06|0,2||
2013 | Mayo|Murcia|MENESTRA|8,27|11,08|1,34|0,77|0,01|0,01||
2013 | Mayo|Murcia|TOMATES|823,65|1.225,36|1,49|65,82|0,56|0,84||
2013 | Mayo|Murcia|TOMATE FRITO|538,42|916,38|1,7|60,65|0,37|0,63||
2013 | Mayo|Murcia|TOMATE NATURAL|285,23|308,98|1,08|29,62|0,19|0,21||
2013 | Mayo|Murcia|TOMATE N.ENTERO|89,73|100,86|1,12|18,43|0,06|0,07||
2013 | Mayo|Murcia|TOMATE N.TRITUR.|195,50|208,12|1,06|20,09|0,13|0,14||
2013 | Mayo|Murcia|OTRA VERD/HORT.CON|43,71|138,90|3,18|8,61|0,03|0,09||
2013 | Mayo|Murcia|FRUTA EN CONSERVA|175,61|515,08|2,93|35,34|0,12|0,35||
2013 | Mayo|Murcia|MERMELADAS,CONFIT.|87,89|313,08|3,56|21,94|0,06|0,21||
2013 | Mayo|Murcia|FRUTA CONS/ALMIBAR|79,60|173,40|2,18|15,16|0,05|0,12||
2013 | Mayo|Murcia|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Mayo|Murcia|RESTO FRUTA CONSER|8,11|28,60|3,53|3,34|0,01|0,02||
2013 | Mayo|Murcia|VERD./HORT.CONGELAD|319,22|586,13|1,84|40,57|0,22|0,4||
2013 | Mayo|Murcia|ESPINACAS|21,96|36,85|1,68|4,56|0,01|0,03||
2013 | Mayo|Murcia|GUISANTES|50,32|82,19|1,63|11,33|0,03|0,06||
2013 | Mayo|Murcia|JUDIA VERDE|93,24|107,67|1,15|15,92|0,06|0,07||
2013 | Mayo|Murcia|COLIFLOR|6,43|11,80|1,84|0,78|0|0,01||
2013 | Mayo|Murcia|PIMIENTOS|4,90|10,29|2,1|2,11|0|0,01||
2013 | Mayo|Murcia|BROCOLI|3,00|4,86|1,62|0,61|0|0||
2013 | Mayo|Murcia|MENESTRA|34,99|51,03|1,46|5,2|0,02|0,03||
2013 | Mayo|Murcia|OTR.VERD/HOR.CONG.|104,37|281,44|2,7|20,55|0,07|0,19||
2013 | Mayo|Murcia|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Mayo|Navarra|GUISANTES|14,23|26,79|1,88|8,53|0,02|0,04||
2013 | Mayo|Navarra|JUDIAS VERDES|7,58|14,01|1,85|2,06|0,01|0,02||
2013 | Mayo|Navarra|PIMIENTOS|31,16|112,31|3,6|15,11|0,05|0,17||
2013 | Mayo|Navarra|ESPARRAGOS|20,01|119,82|5,99|9,01|0,03|0,19||
2013 | Mayo|Navarra|ALCACHOFAS|3,06|13,97|4,56|1|0|0,02||
2013 | Mayo|Navarra|CHAMPIÑOSNES+SETAS|6,33|21,47|3,39|4,18|0,01|0,03||
2013 | Mayo|Navarra|MAIZ DULCE|19,57|53,82|2,75|13,4|0,03|0,08||
2013 | Mayo|Navarra|MENESTRA|5,98|25,96|4,34|3,28|0,01|0,04||
2013 | Mayo|Navarra|TOMATES|289,78|352,43|1,22|49,29|0,45|0,55||
2013 | Mayo|Navarra|TOMATE FRITO|185,40|240,34|1,3|38,26|0,29|0,37||
2013 | Mayo|Navarra|TOMATE NATURAL|104,38|112,09|1,07|19,76|0,16|0,17||
2013 | Mayo|Navarra|TOMATE N.ENTERO|26,00|34,72|1,34|8,09|0,04|0,05||
2013 | Mayo|Navarra|TOMATE N.TRITUR.|78,38|77,37|0,99|12,19|0,12|0,12||
2013 | Mayo|Navarra|OTRA VERD/HORT.CON|33,13|98,16|2,96|13,69|0,05|0,15||
2013 | Mayo|Navarra|FRUTA EN CONSERVA|72,06|216,90|3,01|29,5|0,11|0,34||
2013 | Mayo|Navarra|MERMELADAS,CONFIT.|47,48|149,80|3,16|22,86|0,07|0,23||
2013 | Mayo|Navarra|FRUTA CONS/ALMIBAR|22,28|54,92|2,47|6,36|0,03|0,09||
2013 | Mayo|Navarra|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2013 | Mayo|Navarra|RESTO FRUTA CONSER|2,30|12,18|5,29|1,02|0|0,02||
2013 | Mayo|Navarra|VERD./HORT.CONGELAD|130,82|222,54|1,7|34,8|0,2|0,35||
2013 | Mayo|Navarra|ESPINACAS|4,30|13,15|3,06|2,96|0,01|0,02||
2013 | Mayo|Navarra|GUISANTES|45,39|76,45|1,68|19,79|0,07|0,12||
2013 | Mayo|Navarra|JUDIA VERDE|31,31|34,88|1,11|6,84|0,05|0,05||
2013 | Mayo|Navarra|COLIFLOR|0,00|0,00|0|0|0|0||
2013 | Mayo|Navarra|PIMIENTOS|0,00|0,00|0|0|0|0||
2013 | Mayo|Navarra|BROCOLI|0,00|0,00|0|0|0|0||
2013 | Mayo|Navarra|MENESTRA|37,73|48,14|1,28|9,4|0,06|0,07||
2013 | Mayo|Navarra|OTR.VERD/HOR.CONG.|12,09|49,93|4,13|6,76|0,02|0,08||
2013 | Mayo|Navarra|FRUTAS CONGELADAS|0,00|0,00|0|0|0|0||
2013 | Mayo|País Vasco|GUISANTES|71,65|198,23|2,77|12,23|0,04|0,11||
2013 | Mayo|País Vasco|JUDIAS VERDES|36,04|59,46|1,65|3,59|0,02|0,03||
2013 | Mayo|País Vasco|PIMIENTOS|186,80|724,61|3,88|25,55|0,1|0,39||
2013 | Mayo|País Vasco|ESPARRAGOS|158,52|870,50|5,49|23,61|0,09|0,47||
2013 | Mayo|País Vasco|ALCACHOFAS|21,30|105,99|4,98|2,69|0,01|0,06||
2013 | Mayo|País Vasco|CHAMPIÑOSNES+SETAS|47,10|145,15|3,08|7,54|0,03|0,08||
2013 | Mayo|País Vasco|MAIZ DULCE|65,90|219,52|3,33|10,28|0,04|0,12||
2013 | Mayo|País Vasco|MENESTRA|28,00|77,11|2,75|2,85|0,02|0,04||
2013 | Mayo|País Vasco|TOMATES|1.085,17|1.586,69|1,46|60,13|0,59|0,86||
2013 | Mayo|País Vasco|TOMATE FRITO|773,28|1.204,91|1,56|50,26|0,42|0,65||
2013 | Mayo|País Vasco|TOMATE NATURAL|311,90|381,78|1,22|18,96|0,17|0,21||
2013 | Mayo|País Vasco|TOMATE N.ENTERO|44,63|54,00|1,21|3,32|0,02|0,03||
2013 | Mayo|País Vasco|TOMATE N.TRITUR.|267,27|327,79|1,23|16,6|0,15|0,18||
2013 | Mayo|País Vasco|OTRA VERD/HORT.CON|120,60|310,57|2,58|17,07|0,07|0,17||
2013 | Mayo|País Vasco|FRUTA EN CONSERVA|366,89|1.141,83|3,11|40,73|0,2|0,62||
2013 | Mayo|País Vasco|MERMELADAS,CONFIT.|164,14|632,34|3,85|25,72|0,09|0,34||
2013 | Mayo|País Vasco|FRUTA CONS/ALMIBAR|161,22|355,98|2,21|12,12|0,09|0,19||
2013 | Mayo|País Vasco|FRUTA ESCARCHADA|0,27|2,30|8,49|0,13|0|0||
2013 | Mayo|País Vasco|RESTO FRUTA CONSER|41,26|151,22|3,67|11,45|0,02|0,08||
2013 | Mayo|País Vasco|VERD./HORT.CONGELAD|559,61|988,76|1,77|31,6|0,3|0,54||
2013 | Mayo|País Vasco|ESPINACAS|28,41|62,58|2,2|4,27|0,02|0,03||
2013 | Mayo|País Vasco|GUISANTES|101,34|171,80|1,7|11,33|0,06|0,09||
2013 | Mayo|País Vasco|JUDIA VERDE|181,28|240,03|1,32|10,84|0,1|0,13||
2013 | Mayo|País Vasco|COLIFLOR|6,02|9,49|1,58|0,72|0|0,01||
2013 | Mayo|País Vasco|PIMIENTOS|0,00|0,00|0|0|0|0||
2013 | Mayo|País Vasco|BROCOLI|4,67|8,20|1,76|0,73|0|0||
2013 | Mayo|País Vasco|MENESTRA|157,56|284,07|1,8|14,8|0,09|0,15||
2013 | Mayo|País Vasco|OTR.VERD/HOR.CONG.|80,33|212,58|2,65|8,17|0,04|0,12||
2013 | Mayo|País Vasco|FRUTAS CONGELADAS|3,00|14,78|4,92|0,26|0|0,01||
2013 | Mayo|Valencia|GUISANTES|61,37|149,39|2,43|5,42|0,01|0,03||
2013 | Mayo|Valencia|JUDIAS VERDES|112,01|159,12|1,42|4,71|0,02|0,03||
2013 | Mayo|Valencia|PIMIENTOS|123,16|485,49|3,94|9,51|0,03|0,1||
2013 | Mayo|Valencia|ESPARRAGOS|169,94|823,09|4,84|12,32|0,03|0,17||
2013 | Mayo|Valencia|ALCACHOFAS|73,60|298,95|4,06|5,49|0,01|0,06||
2013 | Mayo|Valencia|CHAMPIÑOSNES+SETAS|84,30|244,37|2,9|6,48|0,02|0,05||
2013 | Mayo|Valencia|MAIZ DULCE|242,80|718,86|2,96|18,31|0,05|0,15||
2013 | Mayo|Valencia|MENESTRA|16,86|23,67|1,4|1,05|0|0||
2013 | Mayo|Valencia|TOMATES|2.562,94|3.323,42|1,3|62,86|0,52|0,68||
2013 | Mayo|Valencia|TOMATE FRITO|1.474,35|2.062,34|1,4|44,83|0,3|0,42||
2013 | Mayo|Valencia|TOMATE NATURAL|1.088,59|1.261,08|1,16|36,47|0,22|0,26||
2013 | Mayo|Valencia|TOMATE N.ENTERO|128,30|149,98|1,17|6,46|0,03|0,03||
2013 | Mayo|Valencia|TOMATE N.TRITUR.|960,29|1.111,10|1,16|32,16|0,2|0,23||
2013 | Mayo|Valencia|OTRA VERD/HORT.CON|178,86|464,22|2,6|11,91|0,04|0,09||
2013 | Mayo|Valencia|FRUTA EN CONSERVA|773,48|1.992,84|2,58|32,21|0,16|0,41||
2013 | Mayo|Valencia|MERMELADAS,CONFIT.|276,19|955,25|3,46|19,71|0,06|0,19||
2013 | Mayo|Valencia|FRUTA CONS/ALMIBAR|456,18|895,59|1,96|13,99|0,09|0,18||
2013 | Mayo|Valencia|FRUTA ESCARCHADA|2,83|15,04|5,31|0,58|0|0||
2013 | Mayo|Valencia|RESTO FRUTA CONSER|38,28|126,96|3,32|4,3|0,01|0,03||
2013 | Mayo|Valencia|VERD./HORT.CONGELAD|1.426,32|2.645,48|1,85|42,87|0,29|0,54||
2013 | Mayo|Valencia|ESPINACAS|167,62|338,57|2,02|8,96|0,03|0,07||
2013 | Mayo|Valencia|GUISANTES|171,60|272,62|1,59|9,7|0,03|0,06||
2013 | Mayo|Valencia|JUDIA VERDE|332,32|387,32|1,17|12,74|0,07|0,08||
2013 | Mayo|Valencia|COLIFLOR|7,35|10,56|1,44|0,32|0|0||
2013 | Mayo|Valencia|PIMIENTOS|7,52|15,70|2,09|0,41|0|0||
2013 | Mayo|Valencia|BROCOLI|16,95|42,76|2,52|1,13|0|0,01||
2013 | Mayo|Valencia|MENESTRA|125,11|167,87|1,34|4,95|0,03|0,03||
2013 | Mayo|Valencia|OTR.VERD/HOR.CONG.|597,85|1.410,07|2,36|28,72|0,12|0,29||
2013 | Mayo|Valencia|FRUTAS CONGELADAS|8,73|44,76|5,13|0,29|0|0,01||
2013 | Junio|Total nacional|GUISANTES|893,10|2.037,23|2,28|7,3|0,02|0,04||
2013 | Junio|Total nacional|JUDIAS VERDES|1.243,45|1.833,77|1,47|5,61|0,03|0,04||
2013 | Junio|Total nacional|PIMIENTOS|1.372,71|5.589,62|4,07|15,46|0,03|0,12||
2013 | Junio|Total nacional|ESPARRAGOS|1.969,11|10.741,11|5,45|17,31|0,04|0,24||
